#wave	flux	unc
3910	0.072	0.04
3910.819	0.079	0.041
3911.638	0.089	0.042
3912.457	0.079	0.041
3913.276	0.077	0.04
3914.095	0.064	0.038
3914.914	0.045	0.037
3915.733	0.066	0.04
3916.552	0.09	0.04
3917.371	0.112	0.04
3918.19	0.123	0.039
3919.009	0.101	0.037
3919.828	0.06	0.035
3920.647	0.052	0.034
3921.466	0.053	0.033
3922.285	0.013	0.032
3923.104	0.006	0.032
3923.923	0.029	0.032
3924.742	0.048	0.032
3925.561	0.04	0.031
3926.38	0.022	0.031
3927.199	0.059	0.033
3928.018	0.096	0.034
3928.837	0.067	0.031
3929.656	0.047	0.03
3930.475	0.053	0.031
3931.294	0.054	0.031
3932.113	0.044	0.029
3932.932	0.065	0.03
3933.751	0.113	0.033
3934.57	0.181	0.038
3935.389	0.213	0.04
3936.208	0.148	0.036
3937.027	0.138	0.036
3937.846	0.154	0.035
3938.665	0.119	0.032
3939.484	0.06	0.03
3940.303	0.051	0.03
3941.122	0.067	0.03
3941.941	0.071	0.029
3942.76	0.068	0.028
3943.579	0.066	0.027
3944.398	0.05	0.026
3945.217	0.033	0.026
3946.036	0.035	0.027
3946.855	0.035	0.026
3947.674	0.05	0.027
3948.493	0.076	0.029
3949.312	0.086	0.031
3950.131	0.069	0.029
3950.95	0.087	0.03
3951.769	0.116	0.031
3952.588	0.107	0.029
3953.407	0.085	0.029
3954.226	0.056	0.027
3955.045	0.071	0.027
3955.864	0.121	0.03
3956.683	0.107	0.029
3957.502	0.088	0.028
3958.321	0.065	0.027
3959.14	0.035	0.025
3959.959	0.037	0.024
3960.778	0.052	0.025
3961.597	0.052	0.025
3962.416	0.04	0.024
3963.235	0.037	0.023
3964.054	0.028	0.022
3964.873	0.036	0.022
3965.692	0.069	0.024
3966.511	0.093	0.025
3967.33	0.068	0.024
3968.149	0.067	0.025
3968.968	0.129	0.03
3969.787	0.213	0.035
3970.606	0.267	0.037
3971.425	0.283	0.038
3972.244	0.251	0.037
3973.063	0.184	0.033
3973.882	0.142	0.03
3974.701	0.122	0.029
3975.52	0.112	0.028
3976.339	0.106	0.027
3977.158	0.1	0.027
3977.977	0.107	0.028
3978.796	0.108	0.028
3979.615	0.102	0.028
3980.434	0.113	0.029
3981.253	0.118	0.029
3982.072	0.119	0.028
3982.891	0.116	0.028
3983.71	0.101	0.028
3984.529	0.086	0.027
3985.348	0.105	0.027
3986.167	0.131	0.028
3986.986	0.12	0.027
3987.805	0.135	0.028
3988.624	0.132	0.029
3989.443	0.116	0.029
3990.262	0.134	0.03
3991.081	0.132	0.03
3991.9	0.114	0.028
3992.719	0.108	0.027
3993.538	0.116	0.027
3994.357	0.113	0.028
3995.176	0.121	0.028
3995.995	0.129	0.029
3996.814	0.121	0.029
3997.633	0.12	0.028
3998.452	0.124	0.027
3999.271	0.132	0.028
4000.09	0.139	0.028
4000.909	0.126	0.028
4001.728	0.112	0.027
4002.547	0.105	0.027
4003.366	0.107	0.027
4004.185	0.128	0.028
4005.004	0.149	0.03
4005.823	0.134	0.028
4006.642	0.102	0.026
4007.461	0.106	0.026
4008.28	0.127	0.028
4009.099	0.132	0.029
4009.918	0.118	0.027
4010.737	0.107	0.027
4011.556	0.107	0.028
4012.375	0.111	0.028
4013.194	0.12	0.027
4014.013	0.141	0.028
4014.832	0.157	0.03
4015.651	0.143	0.029
4016.47	0.134	0.029
4017.289	0.151	0.029
4018.108	0.135	0.028
4018.927	0.128	0.028
4019.746	0.132	0.028
4020.565	0.123	0.028
4021.384	0.114	0.027
4022.203	0.112	0.027
4023.022	0.115	0.027
4023.841	0.124	0.027
4024.66	0.134	0.028
4025.479	0.122	0.028
4026.298	0.103	0.026
4027.117	0.105	0.026
4027.936	0.133	0.028
4028.755	0.157	0.029
4029.574	0.163	0.03
4030.393	0.137	0.028
4031.212	0.09	0.025
4032.031	0.088	0.025
4032.85	0.095	0.025
4033.669	0.087	0.025
4034.488	0.079	0.024
4035.307	0.079	0.024
4036.126	0.083	0.024
4036.945	0.085	0.024
4037.764	0.09	0.025
4038.583	0.121	0.027
4039.402	0.135	0.028
4040.221	0.127	0.028
4041.04	0.126	0.028
4041.859	0.133	0.028
4042.678	0.121	0.027
4043.497	0.115	0.027
4044.316	0.124	0.027
4045.135	0.112	0.027
4045.954	0.11	0.027
4046.773	0.123	0.028
4047.592	0.124	0.029
4048.411	0.099	0.028
4049.23	0.104	0.028
4050.049	0.116	0.029
4050.868	0.122	0.028
4051.687	0.141	0.028
4052.506	0.155	0.028
4053.325	0.158	0.029
4054.144	0.139	0.029
4054.963	0.109	0.027
4055.782	0.117	0.026
4056.601	0.135	0.027
4057.42	0.138	0.028
4058.239	0.137	0.028
4059.058	0.143	0.028
4059.877	0.134	0.027
4060.696	0.122	0.026
4061.515	0.135	0.027
4062.334	0.16	0.029
