#wave	flux	unc
3910	0.214	0.467
3910.819	0.118	0.459
-3911.638	0.032	0.452
-3912.457	0.086	0.445
-3913.276	0.177	0.438
-3914.095	0.217	0.431
3914.914	0.116	0.424
3915.733	0.183	0.417
-3916.552	0.064	0.41
-3917.371	0.215	0.404
-3918.19	0.052	0.398
3919.009	0.119	0.392
3919.828	0.018	0.386
-3920.647	0.235	0.38
-3921.466	0.238	0.374
3922.285	0.066	0.369
3923.104	0.092	0.364
-3923.923	0.037	0.358
3924.742	0.095	0.353
-3925.561	0.182	0.348
-3926.38	0.459	0.344
-3927.199	0.325	0.339
-3928.018	0.053	0.335
-3928.837	0.219	0.33
-3929.656	0.04	0.326
3930.475	0.341	0.322
3931.294	0.358	0.318
3932.113	0.212	0.314
3932.932	0.038	0.308
3933.751	0.079	0.309
3934.57	0.267	0.316
3935.389	0.223	0.317
3936.208	0.191	0.313
-3937.027	0.032	0.309
-3937.846	0.285	0.306
-3938.665	0.073	0.302
3939.484	0.079	0.299
3940.303	0.089	0.295
3941.122	0.143	0.292
3941.941	0.262	0.289
3942.76	0.16	0.285
3943.579	0.047	0.282
3944.398	0.079	0.279
3945.217	0.171	0.276
3946.036	0.175	0.273
3946.855	0.005	0.271
-3947.674	0.042	0.268
3948.493	0.188	0.265
3949.312	0.279	0.262
3950.131	0.173	0.26
3950.95	0.084	0.257
3951.769	0.067	0.254
-3952.588	0.052	0.252
3953.407	0.0	0.249
3954.226	0.177	0.247
3955.045	0.187	0.245
-3955.864	0.041	0.242
3956.683	0.011	0.24
3957.502	0.115	0.238
3958.321	0.099	0.235
3959.14	0.119	0.233
3959.959	0.095	0.231
-3960.778	0.008	0.229
-3961.597	0.066	0.227
-3962.416	0.028	0.224
-3963.235	0.12	0.222
-3964.054	0.156	0.22
-3964.873	0.011	0.218
3965.692	0.128	0.216
3966.511	0.006	0.214
3967.33	0.125	0.212
3968.149	0.204	0.21
-3968.968	0.001	0.208
3969.787	0.002	0.206
3970.606	0.008	0.204
-3971.425	0.003	0.202
3972.244	0.063	0.2
3973.063	0.113	0.198
-3973.882	0.101	0.196
-3974.701	0.131	0.194
3975.52	0.107	0.192
3976.339	0.161	0.191
3977.158	0.096	0.189
3977.977	0.099	0.187
3978.796	0.103	0.185
-3979.615	0.006	0.183
-3980.434	0.007	0.181
-3981.253	0.057	0.18
-3982.072	0.021	0.178
3982.891	0.246	0.176
3983.71	0.344	0.174
3984.529	0.087	0.172
-3985.348	0.113	0.171
3986.167	0.016	0.169
3986.986	0.086	0.167
3987.805	0.0	0.166
-3988.624	0.04	0.164
3989.443	0.051	0.162
3990.262	0.085	0.161
3991.081	0.003	0.159
-3991.9	0.042	0.157
3992.719	0.004	0.157
3993.538	0.032	0.156
3994.357	0.04	0.153
-3995.176	0.049	0.151
-3995.995	0.124	0.15
-3996.814	0.007	0.148
3997.633	0.156	0.147
3998.452	0.099	0.145
3999.271	0.019	0.144
4000.09	0.129	0.142
4000.909	0.089	0.141
4001.728	0.079	0.14
4002.547	0.098	0.138
4003.366	0.046	0.137
4004.185	0.033	0.136
4005.004	0.112	0.134
4005.823	0.181	0.133
4006.642	0.163	0.132
4007.461	0.112	0.131
4008.28	0.044	0.13
4009.099	0.013	0.128
4009.918	0.031	0.127
4010.737	0.04	0.126
4011.556	0.019	0.125
4012.375	0.028	0.124
4013.194	0.103	0.123
4014.013	0.171	0.122
4014.832	0.099	0.121
4015.651	0.028	0.12
-4016.47	0.002	0.119
-4017.289	0.048	0.118
-4018.108	0.057	0.117
-4018.927	0.03	0.116
-4019.746	0.004	0.116
4020.565	0.001	0.115
4021.384	0.007	0.114
-4022.203	0.005	0.113
-4023.022	0.052	0.112
-4023.841	0.071	0.113
4024.66	0.042	0.113
4025.479	0.205	0.113
4026.298	0.219	0.113
4027.117	0.106	0.11
4027.936	0.068	0.108
-4028.755	0.004	0.107
4029.574	0.003	0.107
4030.393	0.109	0.106
4031.212	0.128	0.106
-4032.031	0.007	0.105
-4032.85	0.021	0.105
4033.669	0.021	0.104
-4034.488	0.076	0.104
-4035.307	0.041	0.103
4036.126	0.023	0.103
4036.945	0.016	0.102
-4037.764	0.032	0.102
-4038.583	0.051	0.106
4039.402	0.009	0.085
4040.221	0.034	0.123
4041.04	0.029	0.447
4041.859	0.171	1.0
4042.678	0.201	0.678
4043.497	0.077	0.147
4044.316	0.022	0.106
4045.135	0.166	0.101
4045.954	0.126	0.094
4046.773	0.051	0.124
4047.592	0.127	0.202
4048.411	0.206	0.291
4049.23	0.06	0.31
4050.049	0.017	0.281
4050.868	0.19	0.253
4051.687	0.286	0.233
4052.506	0.095	0.193
-4053.325	0.035	0.14
4054.144	0.016	0.102
4054.963	0.065	0.094
4055.782	0.019	0.096
4056.601	0.007	0.098
4057.42	0.019	0.098
-4058.239	0.013	0.096
-4059.058	0.045	0.095
-4059.877	0.022	0.095
4060.696	0.069	0.095
4061.515	0.112	0.095
-4062.334	0.008	0.095
-4063.153	0.023	0.095
-4063.972	0.01	0.095
4064.791	0.013	0.096
4065.61	0.136	0.097
4066.429	0.077	0.096
