#wave	flux	unc
-3910	0.009	0.071
-3910.819	0.003	0.075
3911.638	0.074	0.078
3912.457	0.057	0.081
3913.276	0.083	0.081
3914.095	0.124	0.078
3914.914	0.075	0.076
3915.733	0.063	0.078
3916.552	0.083	0.081
3917.371	0.061	0.082
-3918.19	0.018	0.079
-3919.009	0.048	0.073
3919.828	0.054	0.069
3920.647	0.161	0.065
3921.466	0.166	0.061
3922.285	0.149	0.059
3923.104	0.058	0.058
3923.923	0.004	0.058
3924.742	0.011	0.057
-3925.561	0.047	0.054
3926.38	0.033	0.052
3927.199	0.138	0.051
3928.018	0.123	0.052
3928.837	0.06	0.052
3929.656	0.056	0.052
3930.475	0.083	0.05
3931.294	0.099	0.049
3932.113	0.09	0.049
3932.932	0.033	0.048
3933.751	0.017	0.046
3934.57	0.059	0.045
3935.389	0.072	0.046
3936.208	0.022	0.049
3937.027	0.019	0.052
3937.846	0.056	0.053
3938.665	0.036	0.052
-3939.484	0.018	0.052
-3940.303	0.005	0.049
3941.122	0.06	0.045
3941.941	0.077	0.044
3942.76	0.027	0.043
3943.579	0.062	0.045
3944.398	0.125	0.048
3945.217	0.081	0.048
-3946.036	0.025	0.047
3946.855	0.009	0.05
3947.674	0.112	0.055
3948.493	0.133	0.055
3949.312	0.092	0.053
3950.131	0.124	0.055
3950.95	0.153	0.056
3951.769	0.125	0.052
3952.588	0.119	0.048
3953.407	0.136	0.048
3954.226	0.127	0.047
3955.045	0.073	0.046
3955.864	0.02	0.048
3956.683	0.055	0.047
3957.502	0.074	0.044
3958.321	0.062	0.044
3959.14	0.098	0.045
3959.959	0.11	0.042
3960.778	0.09	0.042
3961.597	0.05	0.044
3962.416	0.004	0.042
-3963.235	0.003	0.041
3964.054	0.03	0.042
3964.873	0.039	0.045
-3965.692	0.008	0.051
-3966.511	0.04	0.052
3967.33	0.006	0.048
3968.149	0.056	0.043
3968.968	0.046	0.041
3969.787	0.038	0.04
3970.606	0.027	0.038
3971.425	0.018	0.037
3972.244	0.019	0.037
3973.063	0.009	0.037
-3973.882	0.014	0.036
3974.701	0.007	0.037
3975.52	0.062	0.038
3976.339	0.062	0.037
3977.158	0.02	0.038
-3977.977	0.019	0.04
3978.796	0.01	0.04
3979.615	0.107	0.04
3980.434	0.095	0.039
3981.253	0.093	0.039
3982.072	0.103	0.038
3982.891	0.036	0.036
3983.71	0.074	0.038
3984.529	0.116	0.04
3985.348	0.084	0.04
3986.167	0.04	0.038
3986.986	0.067	0.037
3987.805	0.093	0.037
3988.624	0.1	0.038
3989.443	0.114	0.039
3990.262	0.111	0.039
3991.081	0.12	0.038
3991.9	0.124	0.038
3992.719	0.08	0.038
3993.538	0.013	0.038
3994.357	0.06	0.039
3995.176	0.147	0.039
3995.995	0.145	0.038
3996.814	0.081	0.036
3997.633	0.059	0.037
3998.452	0.048	0.037
3999.271	0.036	0.036
4000.09	0.078	0.039
4000.909	0.09	0.043
4001.728	0.081	0.045
4002.547	0.076	0.044
4003.366	0.06	0.042
4004.185	0.036	0.041
4005.004	0.039	0.039
4005.823	0.079	0.037
4006.642	0.113	0.036
4007.461	0.098	0.036
4008.28	0.129	0.038
4009.099	0.176	0.039
4009.918	0.126	0.036
4010.737	0.035	0.036
4011.556	0.051	0.038
4012.375	0.104	0.041
4013.194	0.075	0.042
4014.013	0.065	0.04
4014.832	0.094	0.041
4015.651	0.126	0.042
4016.47	0.127	0.041
4017.289	0.114	0.041
4018.108	0.135	0.043
4018.927	0.126	0.042
4019.746	0.052	0.039
4020.565	0.015	0.038
