#wave	flux	unc
-3910	0.026	0.08
-3910.819	0.02	0.08
-3911.638	0.02	0.081
3912.457	0.006	0.081
-3913.276	0.016	0.081
-3914.095	0.014	0.082
3914.914	0.029	0.082
3915.733	0.028	0.082
3916.552	0.006	0.083
3917.371	0.01	0.083
3918.19	0.002	0.083
-3919.009	0.057	0.083
-3919.828	0.054	0.084
3920.647	0.02	0.084
3921.466	0.081	0.084
3922.285	0.064	0.084
3923.104	0.015	0.085
-3923.923	0.04	0.085
-3924.742	0.026	0.085
3925.561	0.024	0.085
-3926.38	0.043	0.085
-3927.199	0.029	0.086
-3928.018	0.022	0.086
-3928.837	0.068	0.084
-3929.656	0.002	0.082
3930.475	0.016	0.082
3931.294	0.008	0.083
3932.113	0.008	0.083
-3932.932	0.011	0.083
3933.751	0.059	0.083
3934.57	0.042	0.084
-3935.389	0.053	0.084
-3936.208	0.043	0.084
3937.027	0.002	0.085
-3937.846	0.003	0.085
-3938.665	0.036	0.085
-3939.484	0.03	0.085
3940.303	0.018	0.086
3941.122	0.059	0.086
3941.941	0.051	0.087
3942.76	0.029	0.087
3943.579	0.067	0.087
3944.398	0.051	0.088
3945.217	0.021	0.088
3946.036	0.037	0.088
3946.855	0.051	0.089
3947.674	0.064	0.089
3948.493	0.041	0.09
-3949.312	0.009	0.09
-3950.131	0.043	0.091
-3950.95	0.089	0.09
-3951.769	0.02	0.092
3952.588	0.107	0.097
3953.407	0.101	0.099
3954.226	0.01	0.099
-3955.045	0.045	0.099
3955.864	0.021	0.1
3956.683	0.144	0.1
3957.502	0.124	0.1
3958.321	0.051	0.1
3959.14	0.01	0.1
-3959.959	0.011	0.1
-3960.778	0.041	0.1
-3961.597	0.036	0.1
3962.416	0.006	0.1
3963.235	0.019	0.1
-3964.054	0.043	0.099
-3964.873	0.064	0.099
-3965.692	0.01	0.099
3966.511	0.017	0.099
-3967.33	0.068	0.098
-3968.149	0.083	0.098
3968.968	0.031	0.098
3969.787	0.163	0.097
3970.606	0.166	0.097
3971.425	0.069	0.096
3972.244	0.004	0.096
3973.063	0.031	0.095
3973.882	0.085	0.095
3974.701	0.085	0.094
3975.52	0.109	0.094
3976.339	0.139	0.093
3977.158	0.104	0.093
3977.977	0.033	0.092
-3978.796	0.004	0.092
3979.615	0.062	0.091
3980.434	0.193	0.09
3981.253	0.223	0.09
3982.072	0.069	0.089
-3982.891	0.032	0.089
3983.71	0.01	0.088
3984.529	0.033	0.087
3985.348	0.099	0.087
3986.167	0.128	0.086
3986.986	0.055	0.085
