#wave	flux	unc
3910	0.111	0.003
3910.819	0.115	0.003
3911.638	0.113	0.003
3912.457	0.108	0.003
3913.276	0.105	0.003
3914.095	0.109	0.003
3914.914	0.113	0.003
3915.733	0.115	0.003
3916.552	0.117	0.003
3917.371	0.118	0.003
3918.19	0.117	0.003
3919.009	0.117	0.003
3919.828	0.118	0.003
3920.647	0.119	0.003
3921.466	0.117	0.003
3922.285	0.114	0.003
3923.104	0.112	0.003
3923.923	0.109	0.003
3924.742	0.103	0.003
3925.561	0.093	0.003
3926.38	0.085	0.002
3927.199	0.08	0.002
3928.018	0.076	0.002
3928.837	0.075	0.002
3929.656	0.076	0.002
3930.475	0.081	0.002
3931.294	0.086	0.002
3932.113	0.088	0.002
3932.932	0.085	0.002
3933.751	0.077	0.002
3934.57	0.07	0.002
3935.389	0.064	0.002
3936.208	0.058	0.002
3937.027	0.054	0.002
3937.846	0.05	0.002
3938.665	0.047	0.002
3939.484	0.045	0.002
3940.303	0.046	0.002
3941.122	0.051	0.002
3941.941	0.06	0.002
3942.76	0.072	0.002
3943.579	0.083	0.002
3944.398	0.09	0.002
3945.217	0.096	0.003
3946.036	0.097	0.003
3946.855	0.091	0.002
3947.674	0.081	0.002
3948.493	0.069	0.002
3949.312	0.059	0.002
3950.131	0.057	0.002
3950.95	0.064	0.002
3951.769	0.077	0.002
3952.588	0.091	0.002
3953.407	0.101	0.003
3954.226	0.11	0.003
3955.045	0.118	0.003
3955.864	0.126	0.003
3956.683	0.135	0.003
3957.502	0.141	0.003
3958.321	0.144	0.003
3959.14	0.146	0.003
3959.959	0.145	0.003
3960.778	0.135	0.003
3961.597	0.123	0.003
3962.416	0.112	0.003
3963.235	0.103	0.003
3964.054	0.094	0.002
3964.873	0.082	0.002
3965.692	0.069	0.002
3966.511	0.057	0.002
3967.33	0.052	0.002
3968.149	0.057	0.002
3968.968	0.067	0.002
3969.787	0.079	0.002
3970.606	0.088	0.002
3971.425	0.088	0.002
3972.244	0.082	0.002
3973.063	0.073	0.002
3973.882	0.068	0.002
3974.701	0.07	0.002
3975.52	0.08	0.002
3976.339	0.094	0.002
3977.158	0.108	0.002
3977.977	0.12	0.003
3978.796	0.13	0.003
3979.615	0.14	0.003
3980.434	0.149	0.003
3981.253	0.157	0.003
3982.072	0.165	0.003
3982.891	0.171	0.003
3983.71	0.174	0.003
3984.529	0.177	0.003
3985.348	0.177	0.003
3986.167	0.171	0.003
3986.986	0.164	0.003
3987.805	0.166	0.003
3988.624	0.171	0.003
3989.443	0.181	0.003
3990.262	0.189	0.003
3991.081	0.193	0.003
3991.9	0.195	0.003
3992.719	0.193	0.003
3993.538	0.187	0.003
3994.357	0.178	0.003
3995.176	0.175	0.003
3995.995	0.18	0.003
3996.814	0.189	0.003
3997.633	0.195	0.003
3998.452	0.201	0.003
3999.271	0.204	0.003
4000.09	0.202	0.003
4000.909	0.196	0.003
4001.728	0.186	0.003
4002.547	0.174	0.003
4003.366	0.169	0.003
4004.185	0.172	0.003
4005.004	0.181	0.003
4005.823	0.196	0.003
4006.642	0.207	0.003
4007.461	0.212	0.003
4008.28	0.209	0.003
4009.099	0.2	0.003
4009.918	0.193	0.003
4010.737	0.192	0.003
4011.556	0.195	0.003
4012.375	0.196	0.003
4013.194	0.194	0.003
4014.013	0.196	0.003
4014.832	0.202	0.003
4015.651	0.207	0.003
4016.47	0.213	0.003
4017.289	0.216	0.003
4018.108	0.217	0.003
4018.927	0.217	0.003
4019.746	0.218	0.003
