#wave	flux	unc
3910	0.223	0.005
3910.819	0.231	0.005
3911.638	0.238	0.005
3912.457	0.241	0.005
3913.276	0.24	0.005
3914.095	0.239	0.004
3914.914	0.239	0.004
3915.733	0.236	0.004
3916.552	0.228	0.004
3917.371	0.219	0.004
3918.19	0.212	0.004
3919.009	0.203	0.004
3919.828	0.187	0.004
3920.647	0.166	0.004
3921.466	0.151	0.003
3922.285	0.142	0.003
3923.104	0.131	0.003
3923.923	0.127	0.003
3924.742	0.13	0.003
3925.561	0.135	0.003
3926.38	0.142	0.003
3927.199	0.143	0.003
3928.018	0.134	0.003
3928.837	0.12	0.003
3929.656	0.112	0.003
3930.475	0.102	0.003
3931.294	0.091	0.002
3932.113	0.081	0.002
3932.932	0.076	0.002
3933.751	0.076	0.002
3934.57	0.077	0.002
3935.389	0.077	0.002
3936.208	0.075	0.002
3937.027	0.078	0.002
3937.846	0.086	0.002
3938.665	0.096	0.002
3939.484	0.109	0.003
3940.303	0.123	0.003
3941.122	0.136	0.003
3941.941	0.145	0.003
3942.76	0.147	0.003
3943.579	0.141	0.003
3944.398	0.128	0.003
3945.217	0.122	0.003
3946.036	0.13	0.003
3946.855	0.146	0.003
3947.674	0.162	0.003
3948.493	0.173	0.003
3949.312	0.18	0.003
3950.131	0.193	0.003
3950.95	0.209	0.003
3951.769	0.222	0.003
3952.588	0.229	0.003
3953.407	0.237	0.004
3954.226	0.243	0.004
3955.045	0.251	0.004
3955.864	0.252	0.004
3956.683	0.238	0.003
3957.502	0.223	0.003
3958.321	0.212	0.003
3959.14	0.202	0.003
3959.959	0.192	0.003
3960.778	0.177	0.003
3961.597	0.158	0.003
3962.416	0.139	0.003
3963.235	0.129	0.003
3964.054	0.127	0.002
3964.873	0.13	0.003
3965.692	0.133	0.003
3966.511	0.133	0.003
3967.33	0.127	0.002
3968.149	0.118	0.002
3968.968	0.112	0.002
3969.787	0.106	0.002
3970.606	0.101	0.002
3971.425	0.105	0.002
3972.244	0.117	0.002
3973.063	0.131	0.002
3973.882	0.147	0.003
3974.701	0.166	0.003
3975.52	0.187	0.003
3976.339	0.209	0.003
3977.158	0.223	0.003
3977.977	0.235	0.003
3978.796	0.248	0.003
3979.615	0.26	0.003
3980.434	0.269	0.003
3981.253	0.278	0.003
3982.072	0.279	0.003
3982.891	0.275	0.003
3983.71	0.276	0.003
