#wave	flux	unc
3910	0.115	0.028
3910.819	0.113	0.028
3911.638	0.12	0.027
3912.457	0.113	0.026
3913.276	0.091	0.025
3914.095	0.085	0.025
3914.914	0.093	0.026
3915.733	0.101	0.025
3916.552	0.106	0.024
3917.371	0.104	0.024
3918.19	0.088	0.022
3919.009	0.09	0.022
3919.828	0.098	0.022
3920.647	0.084	0.021
3921.466	0.063	0.02
3922.285	0.062	0.019
3923.104	0.064	0.019
3923.923	0.053	0.019
3924.742	0.058	0.018
3925.561	0.079	0.019
3926.38	0.081	0.019
3927.199	0.061	0.018
3928.018	0.057	0.018
3928.837	0.063	0.019
3929.656	0.063	0.018
3930.475	0.056	0.017
3931.294	0.054	0.017
3932.113	0.046	0.016
3932.932	0.042	0.016
3933.751	0.04	0.016
3934.57	0.029	0.015
3935.389	0.035	0.016
3936.208	0.034	0.016
3937.027	0.029	0.015
3937.846	0.04	0.015
3938.665	0.055	0.016
3939.484	0.058	0.016
3940.303	0.055	0.016
3941.122	0.056	0.016
3941.941	0.053	0.016
3942.76	0.057	0.016
3943.579	0.054	0.015
3944.398	0.035	0.013
3945.217	0.031	0.013
3946.036	0.04	0.014
3946.855	0.053	0.014
3947.674	0.062	0.016
3948.493	0.063	0.016
3949.312	0.066	0.016
3950.131	0.069	0.016
3950.95	0.07	0.016
3951.769	0.076	0.017
3952.588	0.088	0.017
3953.407	0.097	0.018
3954.226	0.101	0.018
3955.045	0.106	0.018
3955.864	0.102	0.018
3956.683	0.093	0.017
3957.502	0.09	0.017
3958.321	0.086	0.017
3959.14	0.064	0.015
3959.959	0.056	0.014
3960.778	0.06	0.014
3961.597	0.048	0.013
3962.416	0.039	0.012
3963.235	0.039	0.012
3964.054	0.038	0.012
3964.873	0.032	0.012
3965.692	0.04	0.013
3966.511	0.059	0.014
3967.33	0.066	0.014
3968.149	0.054	0.013
3968.968	0.047	0.013
3969.787	0.051	0.013
3970.606	0.054	0.013
3971.425	0.05	0.013
3972.244	0.055	0.013
3973.063	0.066	0.014
3973.882	0.077	0.014
3974.701	0.086	0.014
3975.52	0.098	0.015
3976.339	0.105	0.016
3977.158	0.11	0.016
3977.977	0.116	0.016
3978.796	0.122	0.017
3979.615	0.12	0.017
3980.434	0.115	0.017
3981.253	0.113	0.017
3982.072	0.114	0.016
3982.891	0.11	0.016
3983.71	0.112	0.016
3984.529	0.118	0.016
3985.348	0.122	0.017
3986.167	0.129	0.017
3986.986	0.138	0.017
3987.805	0.139	0.017
3988.624	0.13	0.017
3989.443	0.121	0.017
3990.262	0.127	0.017
3991.081	0.134	0.017
3991.9	0.13	0.016
3992.719	0.136	0.017
3993.538	0.138	0.017
3994.357	0.135	0.017
3995.176	0.133	0.017
3995.995	0.132	0.017
3996.814	0.124	0.016
3997.633	0.13	0.017
3998.452	0.144	0.017
3999.271	0.132	0.017
4000.09	0.124	0.016
4000.909	0.126	0.016
4001.728	0.125	0.016
