#wave	flux	unc
3910	0.053	0.003
3910.819	0.055	0.003
3911.638	0.057	0.003
3912.457	0.059	0.004
3913.276	0.06	0.004
3914.095	0.058	0.003
3914.914	0.058	0.003
3915.733	0.059	0.003
3916.552	0.06	0.003
3917.371	0.062	0.003
3918.19	0.059	0.003
3919.009	0.057	0.003
3919.828	0.055	0.003
3920.647	0.051	0.003
3921.466	0.045	0.003
3922.285	0.041	0.003
3923.104	0.04	0.003
3923.923	0.042	0.003
3924.742	0.042	0.003
3925.561	0.043	0.003
3926.38	0.044	0.003
3927.199	0.047	0.003
3928.018	0.049	0.003
3928.837	0.049	0.003
3929.656	0.045	0.003
3930.475	0.042	0.003
3931.294	0.038	0.003
3932.113	0.036	0.002
3932.932	0.037	0.002
3933.751	0.04	0.003
3934.57	0.049	0.003
3935.389	0.059	0.003
3936.208	0.06	0.003
3937.027	0.054	0.003
3937.846	0.05	0.003
3938.665	0.05	0.003
3939.484	0.051	0.003
3940.303	0.055	0.003
3941.122	0.06	0.003
3941.941	0.062	0.003
3942.76	0.06	0.003
3943.579	0.057	0.003
3944.398	0.054	0.003
3945.217	0.047	0.003
3946.036	0.044	0.002
3946.855	0.048	0.003
3947.674	0.052	0.003
3948.493	0.056	0.003
3949.312	0.061	0.003
3950.131	0.066	0.003
3950.95	0.072	0.003
3951.769	0.078	0.003
3952.588	0.084	0.003
3953.407	0.087	0.003
3954.226	0.089	0.003
3955.045	0.091	0.003
3955.864	0.093	0.003
3956.683	0.091	0.003
3957.502	0.088	0.003
3958.321	0.082	0.003
3959.14	0.077	0.003
3959.959	0.072	0.003
3960.778	0.067	0.003
3961.597	0.06	0.003
3962.416	0.053	0.002
3963.235	0.048	0.002
3964.054	0.046	0.002
3964.873	0.047	0.002
3965.692	0.052	0.002
3966.511	0.057	0.002
3967.33	0.06	0.003
3968.149	0.061	0.003
3968.968	0.068	0.003
3969.787	0.078	0.003
3970.606	0.08	0.003
3971.425	0.074	0.003
3972.244	0.074	0.003
3973.063	0.076	0.003
3973.882	0.077	0.003
3974.701	0.078	0.003
3975.52	0.082	0.003
3976.339	0.087	0.003
3977.158	0.092	0.003
3977.977	0.095	0.003
