#wave	flux	unc
3910	0.118	0.009
3910.819	0.119	0.009
3911.638	0.122	0.009
3912.457	0.114	0.009
3913.276	0.124	0.009
3914.095	0.129	0.009
3914.914	0.123	0.009
3915.733	0.132	0.009
3916.552	0.147	0.01
3917.371	0.143	0.01
3918.19	0.127	0.009
3919.009	0.125	0.009
3919.828	0.127	0.009
3920.647	0.112	0.008
3921.466	0.097	0.008
3922.285	0.101	0.008
3923.104	0.104	0.008
3923.923	0.099	0.008
3924.742	0.099	0.008
3925.561	0.107	0.008
3926.38	0.104	0.008
3927.199	0.108	0.008
3928.018	0.111	0.008
3928.837	0.103	0.008
3929.656	0.1	0.008
3930.475	0.097	0.008
3931.294	0.093	0.007
3932.113	0.092	0.007
3932.932	0.101	0.008
3933.751	0.12	0.008
3934.57	0.124	0.008
3935.389	0.118	0.008
3936.208	0.127	0.008
3937.027	0.136	0.008
3937.846	0.141	0.008
3938.665	0.144	0.009
3939.484	0.148	0.009
3940.303	0.148	0.009
3941.122	0.145	0.008
3941.941	0.141	0.008
3942.76	0.131	0.008
3943.579	0.105	0.007
3944.398	0.088	0.007
3945.217	0.089	0.007
3946.036	0.094	0.007
3946.855	0.089	0.007
3947.674	0.097	0.007
3948.493	0.119	0.007
3949.312	0.136	0.008
3950.131	0.143	0.008
3950.95	0.142	0.008
3951.769	0.147	0.008
3952.588	0.158	0.008
3953.407	0.16	0.008
3954.226	0.156	0.008
3955.045	0.163	0.008
3955.864	0.171	0.008
3956.683	0.155	0.008
3957.502	0.146	0.008
3958.321	0.141	0.008
3959.14	0.13	0.007
3959.959	0.112	0.007
3960.778	0.091	0.006
3961.597	0.078	0.006
3962.416	0.072	0.006
3963.235	0.067	0.005
3964.054	0.07	0.006
3964.873	0.081	0.006
3965.692	0.103	0.006
3966.511	0.13	0.007
3967.33	0.138	0.007
3968.149	0.136	0.007
3968.968	0.141	0.007
3969.787	0.154	0.007
3970.606	0.154	0.007
3971.425	0.149	0.007
3972.244	0.156	0.008
3973.063	0.169	0.008
3973.882	0.164	0.008
3974.701	0.169	0.008
3975.52	0.176	0.008
3976.339	0.174	0.008
3977.158	0.175	0.008
3977.977	0.183	0.008
3978.796	0.19	0.008
3979.615	0.194	0.008
3980.434	0.197	0.008
3981.253	0.198	0.008
3982.072	0.197	0.008
3982.891	0.193	0.008
3983.71	0.185	0.008
3984.529	0.186	0.008
3985.348	0.191	0.008
3986.167	0.2	0.008
3986.986	0.213	0.008
3987.805	0.212	0.008
3988.624	0.203	0.008
3989.443	0.202	0.008
3990.262	0.207	0.008
3991.081	0.2	0.008
3991.9	0.203	0.008
3992.719	0.206	0.008
3993.538	0.198	0.008
3994.357	0.204	0.008
3995.176	0.213	0.008
3995.995	0.216	0.008
3996.814	0.212	0.008
3997.633	0.205	0.008
3998.452	0.195	0.008
3999.271	0.19	0.008
4000.09	0.191	0.008
4000.909	0.198	0.008
4001.728	0.211	0.008
4002.547	0.219	0.008
4003.366	0.22	0.008
4004.185	0.223	0.008
4005.004	0.218	0.008
4005.823	0.211	0.008
4006.642	0.21	0.008
4007.461	0.213	0.008
4008.28	0.214	0.008
4009.099	0.214	0.008
4009.918	0.213	0.008
4010.737	0.211	0.008
4011.556	0.217	0.008
4012.375	0.225	0.008
4013.194	0.23	0.008
4014.013	0.231	0.008
4014.832	0.226	0.008
4015.651	0.231	0.008
4016.47	0.238	0.008
4017.289	0.236	0.008
4018.108	0.234	0.008
4018.927	0.226	0.008
4019.746	0.22	0.008
4020.565	0.225	0.008
4021.384	0.229	0.008
4022.203	0.222	0.008
4023.022	0.211	0.008
4023.841	0.21	0.008
4024.66	0.222	0.008
4025.479	0.227	0.008
4026.298	0.221	0.008
4027.117	0.218	0.008
4027.936	0.229	0.008
4028.755	0.238	0.008
4029.574	0.23	0.008
4030.393	0.206	0.008
4031.212	0.177	0.007
4032.031	0.158	0.007
4032.85	0.144	0.007
4033.669	0.137	0.007
4034.488	0.141	0.007
4035.307	0.147	0.007
4036.126	0.165	0.007
4036.945	0.19	0.008
4037.764	0.211	0.008
4038.583	0.227	0.008
