#wave	flux	unc
3910	0.125	0.101
3910.819	0.113	0.098
3911.638	0.092	0.096
3912.457	0.088	0.097
3913.276	0.101	0.098
3914.095	0.127	0.1
3914.914	0.148	0.098
3915.733	0.159	0.095
3916.552	0.168	0.094
3917.371	0.154	0.092
3918.19	0.136	0.089
3919.009	0.145	0.087
3919.828	0.166	0.088
3920.647	0.125	0.085
3921.466	0.093	0.083
3922.285	0.078	0.082
3923.104	0.046	0.079
3923.923	0.042	0.076
3924.742	0.065	0.076
3925.561	0.074	0.077
3926.38	0.058	0.076
3927.199	0.075	0.076
3928.018	0.089	0.074
3928.837	0.091	0.072
3929.656	0.083	0.071
3930.475	0.058	0.07
3931.294	0.042	0.069
3932.113	0.058	0.069
3932.932	0.086	0.069
3933.751	0.079	0.068
3934.57	0.041	0.066
3935.389	0.013	0.063
3936.208	0.013	0.063
3937.027	0.021	0.063
3937.846	0.031	0.063
3938.665	0.064	0.064
3939.484	0.088	0.066
3940.303	0.062	0.065
3941.122	0.045	0.064
3941.941	0.072	0.066
3942.76	0.093	0.067
3943.579	0.069	0.065
3944.398	0.074	0.065
3945.217	0.087	0.066
3946.036	0.089	0.065
3946.855	0.093	0.065
3947.674	0.107	0.065
3948.493	0.123	0.066
3949.312	0.129	0.066
3950.131	0.134	0.066
3950.95	0.155	0.067
3951.769	0.16	0.065
3952.588	0.15	0.064
3953.407	0.15	0.065
3954.226	0.168	0.066
3955.045	0.188	0.067
3955.864	0.194	0.066
3956.683	0.176	0.064
3957.502	0.139	0.062
3958.321	0.125	0.061
3959.14	0.124	0.06
3959.959	0.116	0.058
3960.778	0.105	0.057
3961.597	0.095	0.056
3962.416	0.094	0.056
3963.235	0.085	0.056
3964.054	0.065	0.053
3964.873	0.085	0.053
3965.692	0.093	0.053
3966.511	0.079	0.051
3967.33	0.07	0.051
3968.149	0.055	0.049
3968.968	0.06	0.048
3969.787	0.061	0.047
3970.606	0.041	0.045
3971.425	0.047	0.046
3972.244	0.072	0.048
3973.063	0.088	0.049
3973.882	0.088	0.049
3974.701	0.087	0.05
3975.52	0.093	0.051
3976.339	0.107	0.052
3977.158	0.119	0.053
3977.977	0.125	0.053
3978.796	0.14	0.053
3979.615	0.136	0.053
3980.434	0.121	0.053
3981.253	0.132	0.054
3982.072	0.15	0.055
3982.891	0.166	0.054
3983.71	0.181	0.054
3984.529	0.183	0.054
3985.348	0.148	0.053
3986.167	0.126	0.052
3986.986	0.139	0.053
3987.805	0.163	0.053
3988.624	0.177	0.053
3989.443	0.184	0.054
3990.262	0.17	0.054
3991.081	0.143	0.051
3991.9	0.158	0.051
3992.719	0.175	0.052
3993.538	0.167	0.052
3994.357	0.161	0.052
3995.176	0.188	0.053
3995.995	0.185	0.054
3996.814	0.171	0.053
3997.633	0.173	0.052
3998.452	0.164	0.051
3999.271	0.166	0.051
4000.09	0.163	0.051
4000.909	0.153	0.05
4001.728	0.157	0.05
4002.547	0.158	0.05
4003.366	0.168	0.05
4004.185	0.188	0.051
4005.004	0.192	0.052
4005.823	0.172	0.051
4006.642	0.157	0.05
4007.461	0.173	0.05
4008.28	0.203	0.052
4009.099	0.201	0.053
4009.918	0.192	0.052
4010.737	0.184	0.051
4011.556	0.174	0.05
4012.375	0.183	0.051
4013.194	0.191	0.052
4014.013	0.196	0.052
4014.832	0.193	0.051
4015.651	0.167	0.049
4016.47	0.177	0.05
4017.289	0.21	0.051
4018.108	0.223	0.052
4018.927	0.215	0.052
4019.746	0.211	0.052
4020.565	0.201	0.052
4021.384	0.186	0.052
4022.203	0.189	0.052
4023.022	0.19	0.052
4023.841	0.182	0.052
4024.66	0.178	0.051
4025.479	0.184	0.051
4026.298	0.182	0.05
4027.117	0.179	0.05
4027.936	0.186	0.05
4028.755	0.2	0.05
4029.574	0.202	0.05
4030.393	0.192	0.049
4031.212	0.182	0.049
4032.031	0.174	0.048
4032.85	0.149	0.046
4033.669	0.137	0.045
4034.488	0.141	0.045
4035.307	0.147	0.046
4036.126	0.158	0.047
4036.945	0.168	0.047
4037.764	0.176	0.047
4038.583	0.189	0.048
4039.402	0.214	0.05
4040.221	0.22	0.051
4041.04	0.213	0.05
4041.859	0.208	0.05
4042.678	0.205	0.05
