#wave	flux	unc
3910	0.259	0.059
3910.819	0.264	0.058
3911.638	0.228	0.058
3912.457	0.187	0.057
3913.276	0.202	0.056
3914.095	0.212	0.055
3914.914	0.232	0.054
3915.733	0.262	0.054
3916.552	0.264	0.056
3917.371	0.227	0.054
3918.19	0.274	0.052
3919.009	0.315	0.051
3919.828	0.239	0.052
3920.647	0.165	0.05
3921.466	0.17	0.049
3922.285	0.189	0.048
3923.104	0.175	0.047
3923.923	0.181	0.047
3924.742	0.195	0.046
3925.561	0.209	0.045
3926.38	0.213	0.045
3927.199	0.195	0.044
3928.018	0.16	0.043
3928.837	0.157	0.043
3929.656	0.17	0.042
3930.475	0.149	0.041
3931.294	0.132	0.041
3932.113	0.175	0.04
3932.932	0.212	0.039
3933.751	0.158	0.039
3934.57	0.099	0.038
3935.389	0.102	0.037
3936.208	0.112	0.037
3937.027	0.074	0.036
3937.846	0.042	0.036
3938.665	0.03	0.035
3939.484	0.035	0.035
3940.303	0.057	0.034
3941.122	0.095	0.034
3941.941	0.113	0.033
3942.76	0.118	0.032
3943.579	0.145	0.032
3944.398	0.191	0.031
3945.217	0.168	0.031
3946.036	0.134	0.03
3946.855	0.133	0.03
3947.674	0.126	0.029
3948.493	0.094	0.029
3949.312	0.082	0.029
3950.131	0.102	0.028
3950.95	0.122	0.028
3951.769	0.124	0.027
3952.588	0.133	0.027
3953.407	0.152	0.026
3954.226	0.174	0.026
3955.045	0.21	0.026
3955.864	0.22	0.025
3956.683	0.218	0.025
3957.502	0.218	0.024
3958.321	0.198	0.024
3959.14	0.216	0.024
3959.959	0.22	0.023
3960.778	0.186	0.023
3961.597	0.175	0.023
3962.416	0.162	0.022
3963.235	0.139	0.022
3964.054	0.123	0.022
3964.873	0.115	0.021
3965.692	0.076	0.021
3966.511	0.052	0.021
3967.33	0.072	0.02
3968.149	0.108	0.02
3968.968	0.116	0.02
3969.787	0.108	0.02
3970.606	0.105	0.019
3971.425	0.108	0.019
3972.244	0.108	0.019
3973.063	0.103	0.019
3973.882	0.099	0.018
3974.701	0.102	0.018
3975.52	0.106	0.018
3976.339	0.11	0.018
3977.158	0.128	0.018
3977.977	0.15	0.017
3978.796	0.147	0.017
3979.615	0.144	0.017
3980.434	0.151	0.017
3981.253	0.167	0.016
3982.072	0.19	0.016
3982.891	0.197	0.016
3983.71	0.193	0.016
3984.529	0.191	0.016
3985.348	0.19	0.016
3986.167	0.188	0.015
3986.986	0.187	0.015
3987.805	0.187	0.015
3988.624	0.184	0.015
3989.443	0.185	0.015
3990.262	0.21	0.016
3991.081	0.228	0.015
3991.9	0.214	0.015
3992.719	0.206	0.015
3993.538	0.193	0.014
3994.357	0.175	0.014
3995.176	0.166	0.014
3995.995	0.174	0.014
3996.814	0.197	0.014
3997.633	0.207	0.015
3998.452	0.19	0.015
3999.271	0.176	0.015
4000.09	0.207	0.015
4000.909	0.22	0.015
4001.728	0.19	0.014
4002.547	0.17	0.013
4003.366	0.174	0.013
4004.185	0.157	0.013
4005.004	0.147	0.013
4005.823	0.188	0.014
4006.642	0.205	0.014
4007.461	0.204	0.014
4008.28	0.194	0.014
4009.099	0.183	0.013
4009.918	0.197	0.014
4010.737	0.195	0.013
4011.556	0.182	0.013
4012.375	0.189	0.013
4013.194	0.208	0.014
4014.013	0.195	0.013
4014.832	0.181	0.013
4015.651	0.204	0.014
4016.47	0.236	0.015
4017.289	0.243	0.015
4018.108	0.218	0.014
4018.927	0.187	0.014
4019.746	0.185	0.014
4020.565	0.211	0.014
4021.384	0.224	0.014
4022.203	0.216	0.014
4023.022	0.204	0.014
4023.841	0.184	0.013
4024.66	0.186	0.013
4025.479	0.201	0.014
4026.298	0.195	0.014
4027.117	0.17	0.012
4027.936	0.166	0.012
