#wave	flux	unc
3910	0.129	0.035
3910.819	0.135	0.037
3911.638	0.095	0.038
3912.457	0.099	0.037
3913.276	0.13	0.038
3914.095	0.125	0.037
3914.914	0.114	0.035
3915.733	0.106	0.034
3916.552	0.114	0.035
3917.371	0.124	0.036
3918.19	0.099	0.033
3919.009	0.059	0.029
3919.828	0.06	0.029
3920.647	0.093	0.032
3921.466	0.084	0.03
3922.285	0.076	0.028
3923.104	0.076	0.028
3923.923	0.057	0.028
3924.742	0.026	0.026
3925.561	0.056	0.026
3926.38	0.08	0.027
3927.199	0.061	0.026
3928.018	0.054	0.025
3928.837	0.06	0.025
3929.656	0.077	0.025
3930.475	0.076	0.025
3931.294	0.043	0.023
3932.113	0.046	0.023
3932.932	0.054	0.023
3933.751	0.049	0.022
3934.57	0.043	0.022
3935.389	0.031	0.022
3936.208	0.018	0.021
3937.027	0.018	0.021
3937.846	0.028	0.021
3938.665	0.02	0.02
3939.484	0.033	0.021
3940.303	0.052	0.022
3941.122	0.059	0.022
3941.941	0.073	0.023
3942.76	0.079	0.024
3943.579	0.065	0.023
3944.398	0.049	0.021
3945.217	0.053	0.02
3946.036	0.055	0.021
3946.855	0.059	0.021
3947.674	0.062	0.021
3948.493	0.05	0.02
3949.312	0.066	0.022
3950.131	0.078	0.023
3950.95	0.078	0.023
3951.769	0.096	0.024
3952.588	0.092	0.023
3953.407	0.096	0.024
3954.226	0.115	0.025
3955.045	0.118	0.025
3955.864	0.09	0.022
3956.683	0.089	0.023
3957.502	0.107	0.024
3958.321	0.097	0.023
3959.14	0.077	0.021
3959.959	0.073	0.021
3960.778	0.076	0.021
3961.597	0.072	0.02
3962.416	0.072	0.019
3963.235	0.046	0.017
3964.054	0.023	0.016
3964.873	0.033	0.018
3965.692	0.044	0.018
3966.511	0.042	0.018
3967.33	0.043	0.018
3968.149	0.052	0.019
3968.968	0.049	0.018
3969.787	0.04	0.017
3970.606	0.045	0.017
3971.425	0.059	0.016
3972.244	0.054	0.016
3973.063	0.037	0.015
3973.882	0.048	0.017
3974.701	0.074	0.018
3975.52	0.069	0.018
3976.339	0.063	0.018
3977.158	0.076	0.018
3977.977	0.101	0.02
3978.796	0.119	0.022
3979.615	0.133	0.023
3980.434	0.142	0.023
3981.253	0.138	0.022
3982.072	0.122	0.022
3982.891	0.117	0.021
3983.71	0.114	0.021
3984.529	0.113	0.021
3985.348	0.116	0.021
3986.167	0.116	0.021
3986.986	0.13	0.023
3987.805	0.137	0.023
3988.624	0.123	0.022
3989.443	0.117	0.022
3990.262	0.133	0.023
3991.081	0.135	0.023
3991.9	0.111	0.021
3992.719	0.107	0.021
3993.538	0.128	0.021
3994.357	0.151	0.022
3995.176	0.15	0.023
3995.995	0.133	0.022
3996.814	0.137	0.022
3997.633	0.152	0.022
3998.452	0.143	0.022
3999.271	0.105	0.019
4000.09	0.092	0.019
4000.909	0.111	0.021
4001.728	0.13	0.022
4002.547	0.126	0.022
4003.366	0.122	0.022
4004.185	0.132	0.022
4005.004	0.145	0.023
4005.823	0.148	0.022
4006.642	0.143	0.022
4007.461	0.126	0.021
4008.28	0.114	0.021
4009.099	0.118	0.02
4009.918	0.115	0.02
4010.737	0.138	0.022
4011.556	0.154	0.022
4012.375	0.139	0.021
4013.194	0.143	0.022
4014.013	0.16	0.023
4014.832	0.166	0.023
4015.651	0.159	0.023
4016.47	0.153	0.023
4017.289	0.148	0.023
4018.108	0.16	0.023
4018.927	0.182	0.023
4019.746	0.18	0.023
4020.565	0.172	0.023
4021.384	0.16	0.023
4022.203	0.157	0.023
4023.022	0.167	0.023
4023.841	0.143	0.022
4024.66	0.128	0.022
4025.479	0.144	0.023
4026.298	0.153	0.022
4027.117	0.143	0.022
4027.936	0.149	0.023
4028.755	0.17	0.024
4029.574	0.17	0.023
4030.393	0.144	0.022
4031.212	0.134	0.022
4032.031	0.134	0.022
4032.85	0.124	0.02
4033.669	0.12	0.019
4034.488	0.11	0.018
4035.307	0.106	0.019
4036.126	0.125	0.02
4036.945	0.153	0.022
4037.764	0.154	0.022
4038.583	0.149	0.022
4039.402	0.162	0.022
4040.221	0.169	0.023
4041.04	0.164	0.023
4041.859	0.171	0.023
4042.678	0.18	0.023
4043.497	0.156	0.022
4044.316	0.134	0.021
4045.135	0.129	0.021
4045.954	0.131	0.02
4046.773	0.124	0.02
4047.592	0.107	0.02
4048.411	0.11	0.02
4049.23	0.132	0.023
4050.049	0.146	0.027
4050.868	0.171	0.03
4051.687	0.187	0.03
4052.506	0.178	0.028
4053.325	0.163	0.026
4054.144	0.175	0.025
4054.963	0.176	0.024
4055.782	0.166	0.023
4056.601	0.162	0.023
4057.42	0.154	0.022
4058.239	0.164	0.022
4059.058	0.171	0.023
4059.877	0.158	0.022
4060.696	0.153	0.022
4061.515	0.16	0.022
4062.334	0.166	0.022
4063.153	0.16	0.021
4063.972	0.148	0.021
4064.791	0.136	0.02
4065.61	0.129	0.02
4066.429	0.129	0.02
4067.248	0.134	0.02
4068.067	0.136	0.02
4068.886	0.145	0.02
4069.705	0.162	0.021
4070.524	0.172	0.022
4071.343	0.169	0.022
4072.162	0.16	0.021
4072.981	0.148	0.021
4073.8	0.135	0.02
4074.619	0.136	0.02
4075.438	0.138	0.02
4076.257	0.139	0.021
4077.076	0.146	0.021
4077.895	0.14	0.02
4078.714	0.14	0.02
4079.533	0.138	0.02
4080.352	0.125	0.02
4081.171	0.136	0.021
4081.99	0.171	0.022
4082.809	0.185	0.023
4083.628	0.165	0.022
4084.447	0.156	0.021
4085.266	0.156	0.021
4086.085	0.155	0.021
4086.904	0.154	0.021
4087.723	0.162	0.022
4088.542	0.172	0.022
4089.361	0.172	0.022
4090.18	0.172	0.022
4090.999	0.184	0.023
4091.818	0.175	0.022
4092.637	0.164	0.021
4093.456	0.169	0.022
4094.275	0.176	0.021
4095.094	0.167	0.021
4095.913	0.148	0.02
4096.732	0.138	0.02
4097.551	0.144	0.02
4098.37	0.131	0.019
4099.189	0.123	0.018
4100.008	0.122	0.018
4100.827	0.119	0.018
4101.646	0.138	0.019
4102.465	0.147	0.019
4103.284	0.131	0.018
4104.103	0.119	0.018
4104.922	0.14	0.02
4105.741	0.147	0.02
4106.56	0.141	0.019
4107.379	0.143	0.02
4108.198	0.137	0.019
4109.017	0.134	0.019
4109.836	0.141	0.019
4110.655	0.146	0.019
4111.474	0.133	0.019
4112.293	0.129	0.019
4113.112	0.136	0.019
4113.931	0.14	0.019
4114.75	0.136	0.019
4115.569	0.137	0.019
4116.388	0.137	0.019
4117.207	0.139	0.019
4118.026	0.155	0.019
4118.845	0.162	0.02
4119.664	0.165	0.021
4120.483	0.17	0.022
4121.302	0.176	0.021
4122.121	0.184	0.021
4122.94	0.185	0.021
4123.759	0.176	0.021
4124.578	0.167	0.021
4125.397	0.178	0.021
4126.216	0.192	0.022
4127.035	0.198	0.022
4127.854	0.198	0.022
4128.673	0.191	0.021
4129.492	0.161	0.02
4130.311	0.142	0.02
4131.13	0.158	0.021
4131.949	0.174	0.021
4132.768	0.17	0.021
4133.587	0.156	0.02
4134.406	0.15	0.019
4135.225	0.157	0.02
4136.044	0.164	0.02
4136.863	0.182	0.021
4137.682	0.192	0.021
4138.501	0.166	0.021
4139.32	0.154	0.02
4140.139	0.163	0.02
4140.958	0.179	0.021
4141.777	0.185	0.021
4142.596	0.163	0.021
4143.415	0.137	0.02
4144.234	0.123	0.018
4145.053	0.118	0.018
4145.872	0.122	0.018
4146.691	0.146	0.019
4147.51	0.157	0.019
4148.329	0.137	0.019
4149.148	0.147	0.019
4149.967	0.159	0.02
4150.786	0.161	0.02
4151.605	0.167	0.02
4152.424	0.186	0.021
4153.243	0.187	0.021
4154.062	0.176	0.02
4154.881	0.181	0.021
4155.7	0.199	0.021
4156.519	0.193	0.021
4157.338	0.179	0.021
4158.157	0.178	0.021
4158.976	0.177	0.021
4159.795	0.177	0.021
4160.614	0.179	0.021
4161.433	0.182	0.021
4162.252	0.188	0.021
4163.071	0.199	0.022
4163.89	0.197	0.021
4164.709	0.184	0.021
4165.528	0.177	0.02
4166.347	0.166	0.02
4167.166	0.156	0.02
4167.985	0.155	0.02
4168.804	0.163	0.02
4169.623	0.175	0.021
4170.442	0.173	0.021
4171.261	0.158	0.02
4172.08	0.146	0.019
4172.899	0.145	0.019
4173.718	0.144	0.019
4174.537	0.145	0.019
4175.356	0.152	0.019
4176.175	0.161	0.02
4176.994	0.165	0.019
4177.813	0.166	0.019
4178.632	0.168	0.02
4179.451	0.167	0.02
4180.27	0.186	0.021
4181.089	0.199	0.021
4181.908	0.193	0.021
4182.727	0.193	0.021
4183.546	0.176	0.02
4184.365	0.16	0.019
4185.184	0.161	0.019
4186.003	0.166	0.02
4186.822	0.168	0.02
4187.641	0.153	0.019
4188.46	0.143	0.019
4189.279	0.163	0.019
4190.098	0.163	0.02
4190.917	0.163	0.019
4191.736	0.171	0.019
4192.555	0.171	0.019
4193.374	0.171	0.02
4194.193	0.161	0.019
4195.012	0.158	0.02
4195.831	0.177	0.02
4196.65	0.188	0.021
4197.469	0.169	0.02
