#wave	flux	unc
3910	0.121	0.022
3910.819	0.124	0.022
3911.638	0.132	0.021
3912.457	0.12	0.021
3913.276	0.121	0.021
3914.095	0.155	0.021
3914.914	0.159	0.02
3915.733	0.137	0.02
3916.552	0.123	0.02
3917.371	0.136	0.02
3918.19	0.157	0.019
3919.009	0.145	0.019
3919.828	0.139	0.019
3920.647	0.146	0.019
3921.466	0.129	0.018
3922.285	0.12	0.018
3923.104	0.117	0.018
3923.923	0.118	0.018
3924.742	0.122	0.017
3925.561	0.108	0.017
3926.38	0.105	0.017
3927.199	0.098	0.017
3928.018	0.068	0.017
3928.837	0.067	0.016
3929.656	0.089	0.016
3930.475	0.105	0.016
3931.294	0.101	0.016
3932.113	0.088	0.016
3932.932	0.088	0.015
3933.751	0.089	0.015
3934.57	0.073	0.015
3935.389	0.053	0.015
3936.208	0.055	0.015
3937.027	0.05	0.014
3937.846	0.03	0.014
3938.665	0.034	0.014
3939.484	0.042	0.014
3940.303	0.051	0.014
3941.122	0.055	0.014
3941.941	0.057	0.013
3942.76	0.08	0.013
3943.579	0.089	0.013
3944.398	0.086	0.013
3945.217	0.1	0.013
3946.036	0.117	0.013
3946.855	0.118	0.013
3947.674	0.099	0.012
3948.493	0.077	0.013
3949.312	0.066	0.013
3950.131	0.073	0.012
3950.95	0.089	0.012
3951.769	0.102	0.012
3952.588	0.11	0.012
3953.407	0.118	0.012
3954.226	0.129	0.011
3955.045	0.14	0.011
3955.864	0.137	0.011
3956.683	0.134	0.011
3957.502	0.138	0.011
3958.321	0.153	0.011
3959.14	0.164	0.011
3959.959	0.146	0.011
3960.778	0.129	0.01
3961.597	0.13	0.01
3962.416	0.131	0.01
3963.235	0.113	0.01
3964.054	0.098	0.01
3964.873	0.085	0.01
3965.692	0.067	0.01
3966.511	0.065	0.01
3967.33	0.078	0.01
3968.149	0.086	0.01
3968.968	0.082	0.01
3969.787	0.083	0.009
3970.606	0.084	0.009
3971.425	0.078	0.009
3972.244	0.069	0.009
3973.063	0.064	0.009
3973.882	0.057	0.009
3974.701	0.061	0.009
3975.52	0.07	0.009
3976.339	0.065	0.009
3977.158	0.068	0.009
3977.977	0.087	0.009
3978.796	0.105	0.009
3979.615	0.11	0.008
3980.434	0.117	0.008
3981.253	0.127	0.008
3982.072	0.141	0.009
3982.891	0.158	0.009
3983.71	0.156	0.009
3984.529	0.141	0.009
3985.348	0.131	0.008
3986.167	0.133	0.008
3986.986	0.138	0.008
3987.805	0.137	0.008
3988.624	0.133	0.008
3989.443	0.136	0.009
3990.262	0.15	0.009
3991.081	0.154	0.009
3991.9	0.157	0.009
3992.719	0.156	0.009
3993.538	0.138	0.008
3994.357	0.136	0.008
3995.176	0.141	0.008
3995.995	0.145	0.008
3996.814	0.155	0.009
3997.633	0.153	0.009
3998.452	0.146	0.009
3999.271	0.15	0.009
4000.09	0.162	0.009
4000.909	0.155	0.009
4001.728	0.141	0.008
4002.547	0.135	0.008
4003.366	0.139	0.008
4004.185	0.147	0.009
4005.004	0.148	0.008
4005.823	0.15	0.008
4006.642	0.157	0.009
4007.461	0.161	0.009
4008.28	0.161	0.009
4009.099	0.158	0.009
4009.918	0.16	0.01
4010.737	0.177	0.01
4011.556	0.174	0.01
4012.375	0.155	0.009
4013.194	0.15	0.009
4014.013	0.168	0.01
4014.832	0.174	0.01
4015.651	0.166	0.01
4016.47	0.166	0.01
4017.289	0.179	0.01
4018.108	0.186	0.01
4018.927	0.182	0.01
4019.746	0.175	0.01
4020.565	0.173	0.01
4021.384	0.178	0.01
4022.203	0.175	0.01
4023.022	0.167	0.01
4023.841	0.162	0.01
4024.66	0.162	0.01
4025.479	0.163	0.01
4026.298	0.158	0.009
4027.117	0.151	0.009
4027.936	0.153	0.009
4028.755	0.151	0.009
4029.574	0.157	0.009
4030.393	0.169	0.01
4031.212	0.172	0.01
4032.031	0.173	0.01
4032.85	0.172	0.01
4033.669	0.16	0.009
4034.488	0.138	0.008
4035.307	0.128	0.008
4036.126	0.124	0.008
4036.945	0.117	0.007
4037.764	0.11	0.007
4038.583	0.12	0.008
4039.402	0.138	0.008
4040.221	0.153	0.009
4041.04	0.162	0.009
4041.859	0.162	0.01
4042.678	0.174	0.01
4043.497	0.187	0.011
4044.316	0.185	0.01
4045.135	0.174	0.01
4045.954	0.178	0.01
4046.773	0.173	0.01
4047.592	0.158	0.01
4048.411	0.154	0.011
4049.23	0.141	0.011
4050.049	0.123	0.01
4050.868	0.121	0.01
4051.687	0.144	0.01
4052.506	0.161	0.01
4053.325	0.168	0.01
4054.144	0.17	0.01
4054.963	0.169	0.01
4055.782	0.163	0.01
4056.601	0.162	0.01
4057.42	0.164	0.01
4058.239	0.166	0.01
4059.058	0.171	0.01
4059.877	0.169	0.01
4060.696	0.169	0.01
4061.515	0.175	0.01
4062.334	0.171	0.01
4063.153	0.17	0.01
4063.972	0.173	0.01
4064.791	0.166	0.01
4065.61	0.14	0.009
4066.429	0.134	0.008
4067.248	0.139	0.008
4068.067	0.141	0.008
4068.886	0.144	0.009
4069.705	0.155	0.009
4070.524	0.147	0.008
4071.343	0.137	0.008
4072.162	0.148	0.009
4072.981	0.151	0.009
4073.8	0.152	0.009
4074.619	0.147	0.009
4075.438	0.136	0.008
4076.257	0.137	0.008
4077.076	0.147	0.009
4077.895	0.149	0.009
4078.714	0.139	0.008
4079.533	0.136	0.008
4080.352	0.141	0.009
4081.171	0.148	0.009
4081.99	0.153	0.009
4082.809	0.153	0.009
4083.628	0.154	0.009
4084.447	0.163	0.01
4085.266	0.169	0.01
4086.085	0.161	0.009
4086.904	0.169	0.009
4087.723	0.181	0.01
4088.542	0.183	0.01
4089.361	0.179	0.01
4090.18	0.186	0.01
4090.999	0.189	0.011
4091.818	0.187	0.01
4092.637	0.187	0.01
4093.456	0.178	0.01
4094.275	0.174	0.01
4095.094	0.173	0.01
4095.913	0.168	0.01
4096.732	0.16	0.009
4097.551	0.164	0.009
4098.37	0.167	0.009
4099.189	0.16	0.009
4100.008	0.151	0.009
4100.827	0.144	0.008
4101.646	0.135	0.008
4102.465	0.131	0.008
4103.284	0.135	0.008
4104.103	0.138	0.008
4104.922	0.144	0.008
4105.741	0.15	0.009
4106.56	0.149	0.009
4107.379	0.154	0.009
4108.198	0.159	0.009
4109.017	0.158	0.009
4109.836	0.155	0.009
4110.655	0.165	0.009
4111.474	0.174	0.01
4112.293	0.169	0.009
4113.112	0.158	0.009
4113.931	0.161	0.009
4114.75	0.163	0.009
4115.569	0.164	0.009
4116.388	0.164	0.009
4117.207	0.156	0.009
4118.026	0.158	0.009
4118.845	0.164	0.009
4119.664	0.168	0.009
4120.483	0.174	0.01
4121.302	0.176	0.01
4122.121	0.181	0.01
4122.94	0.186	0.01
4123.759	0.18	0.01
4124.578	0.165	0.009
4125.397	0.173	0.01
4126.216	0.191	0.01
4127.035	0.198	0.011
4127.854	0.214	0.011
4128.673	0.209	0.011
4129.492	0.203	0.011
4130.311	0.216	0.011
4131.13	0.221	0.011
4131.949	0.207	0.011
4132.768	0.19	0.01
4133.587	0.181	0.01
4134.406	0.17	0.01
4135.225	0.171	0.01
4136.044	0.168	0.009
4136.863	0.157	0.009
4137.682	0.157	0.009
4138.501	0.173	0.01
4139.32	0.187	0.01
4140.139	0.195	0.01
4140.958	0.202	0.011
4141.777	0.195	0.011
4142.596	0.194	0.01
4143.415	0.197	0.01
4144.234	0.185	0.01
4145.053	0.163	0.009
4145.872	0.15	0.009
4146.691	0.147	0.009
4147.51	0.149	0.009
4148.329	0.155	0.009
4149.148	0.165	0.009
4149.967	0.173	0.01
4150.786	0.178	0.01
4151.605	0.185	0.01
4152.424	0.181	0.01
4153.243	0.187	0.01
4154.062	0.202	0.011
4154.881	0.195	0.01
4155.7	0.191	0.01
4156.519	0.197	0.01
4157.338	0.207	0.011
4158.157	0.216	0.011
4158.976	0.221	0.011
4159.795	0.214	0.011
4160.614	0.207	0.011
4161.433	0.212	0.011
4162.252	0.22	0.011
4163.071	0.223	0.011
4163.89	0.22	0.011
4164.709	0.216	0.011
4165.528	0.21	0.011
4166.347	0.215	0.011
4167.166	0.213	0.011
4167.985	0.197	0.011
4168.804	0.197	0.011
4169.623	0.194	0.011
4170.442	0.187	0.01
4171.261	0.184	0.01
4172.08	0.186	0.01
4172.899	0.189	0.01
4173.718	0.185	0.01
4174.537	0.178	0.01
4175.356	0.176	0.01
4176.175	0.17	0.01
4176.994	0.171	0.01
4177.813	0.18	0.01
4178.632	0.184	0.01
4179.451	0.185	0.01
4180.27	0.189	0.01
4181.089	0.199	0.01
4181.908	0.21	0.011
4182.727	0.218	0.011
4183.546	0.204	0.011
4184.365	0.191	0.01
4185.184	0.196	0.011
4186.003	0.203	0.011
4186.822	0.203	0.01
4187.641	0.198	0.01
4188.46	0.193	0.01
4189.279	0.189	0.01
4190.098	0.189	0.01
4190.917	0.188	0.01
4191.736	0.192	0.01
4192.555	0.2	0.01
4193.374	0.201	0.01
4194.193	0.195	0.01
4195.012	0.194	0.01
4195.831	0.199	0.01
4196.65	0.202	0.01
4197.469	0.209	0.011
4198.288	0.217	0.011
4199.107	0.212	0.011
4199.926	0.193	0.01
4200.745	0.177	0.009
4201.564	0.166	0.009
4202.383	0.159	0.009
4203.202	0.165	0.009
4204.021	0.16	0.009
4204.84	0.157	0.009
4205.659	0.162	0.009
4206.478	0.161	0.009
4207.297	0.171	0.009
4208.116	0.176	0.01
4208.935	0.167	0.009
4209.754	0.166	0.009
4210.573	0.171	0.009
4211.392	0.174	0.009
4212.211	0.175	0.009
4213.03	0.177	0.009
4213.849	0.167	0.009
4214.668	0.158	0.009
4215.487	0.157	0.009
4216.306	0.157	0.009
4217.125	0.146	0.008
4217.944	0.137	0.008
4218.763	0.13	0.007
4219.582	0.123	0.007
4220.401	0.123	0.007
4221.22	0.117	0.007
4222.039	0.103	0.006
4222.858	0.089	0.006
4223.677	0.079	0.005
4224.496	0.067	0.005
4225.315	0.057	0.004
4226.134	0.051	0.004
4226.953	0.038	0.004
4227.772	0.029	0.004
4228.591	0.025	0.004
4229.41	0.024	0.004
4230.229	0.024	0.004
4231.048	0.021	0.004
4231.867	0.022	0.004
4232.686	0.032	0.004
4233.505	0.047	0.004
4234.324	0.057	0.004
4235.143	0.064	0.004
4235.962	0.075	0.005
4236.781	0.088	0.006
4237.6	0.102	0.006
4238.419	0.103	0.006
4239.238	0.101	0.006
4240.057	0.11	0.007
4240.876	0.127	0.007
4241.695	0.133	0.008
4242.514	0.13	0.007
4243.333	0.127	0.007
4244.152	0.132	0.007
4244.971	0.133	0.008
4245.79	0.139	0.008
4246.609	0.146	0.008
4247.428	0.143	0.008
4248.247	0.149	0.009
4249.066	0.153	0.009
4249.885	0.157	0.009
4250.704	0.164	0.009
4251.523	0.147	0.008
4252.342	0.136	0.008
4253.161	0.138	0.008
4253.98	0.135	0.008
4254.799	0.124	0.007
4255.618	0.113	0.007
4256.437	0.106	0.006
4257.256	0.102	0.006
4258.075	0.109	0.006
4258.894	0.129	0.007
4259.713	0.141	0.008
4260.532	0.14	0.008
4261.351	0.139	0.008
4262.17	0.145	0.008
4262.989	0.15	0.008
4263.808	0.154	0.008
4264.627	0.16	0.009
4265.446	0.175	0.009
4266.265	0.178	0.009
4267.084	0.176	0.009
4267.903	0.189	0.01
4268.722	0.196	0.01
4269.541	0.195	0.01
4270.36	0.185	0.01
4271.179	0.175	0.009
4271.998	0.178	0.01
4272.817	0.157	0.009
4273.636	0.134	0.008
4274.455	0.132	0.008
4275.274	0.123	0.007
4276.093	0.104	0.006
4276.912	0.104	0.006
4277.731	0.127	0.007
4278.55	0.139	0.008
4279.369	0.146	0.008
4280.188	0.158	0.009
4281.007	0.174	0.009
4281.826	0.188	0.01
4282.645	0.201	0.011
4283.464	0.194	0.01
4284.283	0.173	0.009
4285.102	0.164	0.009
4285.921	0.169	0.009
4286.74	0.174	0.009
4287.559	0.175	0.009
4288.378	0.175	0.009
4289.197	0.165	0.009
4290.016	0.146	0.008
4290.835	0.127	0.007
4291.654	0.116	0.007
4292.473	0.116	0.007
4293.292	0.129	0.007
4294.111	0.146	0.008
4294.93	0.157	0.008
4295.749	0.168	0.009
4296.568	0.181	0.01
4297.387	0.194	0.01
4298.206	0.198	0.01
4299.025	0.188	0.01
4299.844	0.172	0.009
4300.663	0.159	0.009
4301.482	0.153	0.009
4302.301	0.15	0.008
4303.12	0.145	0.008
4303.939	0.136	0.008
4304.758	0.14	0.008
4305.577	0.166	0.009
4306.396	0.179	0.009
4307.215	0.166	0.009
4308.034	0.15	0.008
4308.853	0.148	0.008
4309.672	0.137	0.008
4310.491	0.143	0.008
4311.31	0.162	0.009
4312.129	0.179	0.009
4312.948	0.198	0.01
4313.767	0.216	0.011
4314.586	0.227	0.011
4315.405	0.226	0.011
4316.224	0.214	0.011
4317.043	0.21	0.011
4317.862	0.212	0.01
4318.681	0.213	0.011
4319.5	0.215	0.011
4320.319	0.218	0.011
4321.138	0.216	0.011
4321.957	0.215	0.011
4322.776	0.224	0.011
4323.595	0.23	0.011
4324.414	0.228	0.011
4325.233	0.221	0.011
4326.052	0.212	0.011
4326.871	0.194	0.011
4327.69	0.198	0.01
4328.509	0.208	0.01
4329.328	0.212	0.011
4330.147	0.232	0.011
4330.966	0.247	0.012
4331.785	0.249	0.012
4332.604	0.245	0.012
4333.423	0.242	0.012
4334.242	0.251	0.012
4335.061	0.26	0.013
4335.88	0.261	0.013
4336.699	0.26	0.012
4337.518	0.253	0.012
4338.337	0.237	0.012
4339.156	0.223	0.011
4339.975	0.222	0.011
4340.794	0.226	0.011
4341.613	0.226	0.011
4342.432	0.23	0.011
4343.251	0.246	0.012
4344.07	0.257	0.012
4344.889	0.251	0.012
4345.708	0.241	0.012
4346.527	0.243	0.012
4347.346	0.252	0.012
4348.165	0.26	0.012
4348.984	0.265	0.013
4349.803	0.275	0.013
4350.622	0.284	0.013
4351.441	0.273	0.013
4352.26	0.252	0.012
4353.079	0.237	0.012
4353.898	0.235	0.011
4354.717	0.236	0.012
4355.536	0.224	0.011
4356.355	0.216	0.012
4357.174	0.236	0.013
4357.993	0.252	0.015
4358.812	0.253	0.016
4359.631	0.252	0.016
4360.45	0.258	0.016
4361.269	0.256	0.015
4362.088	0.255	0.014
4362.907	0.257	0.014
4363.726	0.261	0.013
4364.545	0.268	0.013
4365.364	0.275	0.013
4366.183	0.28	0.013
4367.002	0.279	0.013
4367.821	0.275	0.013
4368.64	0.271	0.013
4369.459	0.273	0.013
4370.278	0.282	0.013
4371.097	0.293	0.013
4371.916	0.283	0.013
4372.735	0.269	0.013
4373.554	0.265	0.013
4374.373	0.269	0.013
4375.192	0.283	0.013
4376.011	0.28	0.013
4376.83	0.264	0.013
4377.649	0.26	0.013
4378.468	0.263	0.013
4379.287	0.259	0.013
4380.106	0.251	0.012
4380.925	0.251	0.012
4381.744	0.262	0.013
4382.563	0.26	0.012
4383.382	0.248	0.013
4384.201	0.235	0.016
4385.02	0.213	0.014
4385.839	0.191	0.011
4386.658	0.203	0.011
4387.477	0.237	0.012
4388.296	0.252	0.012
4389.115	0.272	0.013
4389.934	0.278	0.013
4390.753	0.263	0.013
4391.572	0.256	0.013
4392.391	0.28	0.013
4393.21	0.297	0.014
4394.029	0.293	0.014
4394.848	0.29	0.013
4395.667	0.292	0.014
4396.486	0.296	0.014
4397.305	0.3	0.014
4398.124	0.301	0.014
4398.943	0.306	0.014
4399.762	0.312	0.014
4400.581	0.309	0.014
4401.4	0.301	0.014
4402.219	0.311	0.014
4403.038	0.309	0.014
4403.857	0.29	0.014
4404.676	0.272	0.013
4405.495	0.263	0.013
4406.314	0.248	0.012
4407.133	0.236	0.012
4407.952	0.231	0.012
4408.771	0.23	0.012
4409.59	0.246	0.012
4410.409	0.269	0.013
4411.228	0.29	0.014
4412.047	0.313	0.014
4412.866	0.332	0.015
4413.685	0.33	0.015
4414.504	0.317	0.015
4415.323	0.313	0.014
4416.142	0.304	0.014
4416.961	0.287	0.013
4417.78	0.291	0.013
4418.599	0.319	0.014
4419.418	0.319	0.014
4420.237	0.319	0.014
4421.056	0.329	0.014
4421.875	0.342	0.015
4422.694	0.346	0.015
4423.513	0.33	0.014
4424.332	0.317	0.014
4425.151	0.31	0.014
4425.97	0.287	0.013
4426.789	0.255	0.012
4427.608	0.239	0.012
4428.427	0.246	0.012
4429.246	0.261	0.013
4430.065	0.264	0.013
4430.884	0.271	0.013
4431.703	0.295	0.013
4432.522	0.321	0.014
4433.341	0.322	0.014
4434.16	0.31	0.014
4434.979	0.288	0.013
4435.798	0.255	0.012
4436.617	0.233	0.012
4437.436	0.231	0.012
4438.255	0.247	0.012
4439.074	0.274	0.013
4439.893	0.305	0.014
4440.712	0.329	0.015
4441.531	0.334	0.014
4442.35	0.33	0.014
4443.169	0.333	0.014
4443.988	0.336	0.014
4444.807	0.336	0.014
4445.626	0.334	0.014
4446.445	0.334	0.015
4447.264	0.344	0.015
4448.083	0.345	0.015
4448.902	0.335	0.014
4449.721	0.33	0.014
4450.54	0.336	0.015
4451.359	0.345	0.015
4452.178	0.342	0.015
4452.997	0.328	0.015
4453.816	0.312	0.014
4454.635	0.288	0.013
4455.454	0.24	0.011
4456.273	0.193	0.01
4457.092	0.194	0.01
4457.911	0.211	0.011
4458.73	0.229	0.012
4459.549	0.251	0.012
4460.368	0.276	0.013
4461.187	0.279	0.013
4462.006	0.277	0.013
4462.825	0.286	0.013
4463.644	0.3	0.014
4464.463	0.313	0.014
4465.282	0.333	0.015
4466.101	0.352	0.015
4466.92	0.359	0.015
4467.739	0.367	0.015
4468.558	0.378	0.016
4469.377	0.374	0.015
4470.196	0.356	0.015
4471.015	0.362	0.015
4471.834	0.377	0.016
4472.653	0.382	0.016
4473.472	0.382	0.016
4474.291	0.397	0.016
4475.11	0.403	0.016
4475.929	0.398	0.016
4476.748	0.39	0.016
4477.567	0.379	0.016
4478.386	0.383	0.016
4479.205	0.391	0.016
4480.024	0.388	0.016
4480.843	0.378	0.015
4481.662	0.371	0.015
4482.481	0.352	0.015
4483.3	0.335	0.014
4484.119	0.347	0.015
4484.938	0.367	0.015
4485.757	0.383	0.016
4486.576	0.395	0.016
4487.395	0.402	0.016
4488.214	0.405	0.016
4489.033	0.392	0.016
4489.852	0.375	0.016
4490.671	0.371	0.015
4491.49	0.384	0.016
4492.309	0.399	0.016
4493.128	0.408	0.016
4493.947	0.407	0.016
