#wave	flux	unc
3910	0.116	0.009
3910.819	0.126	0.009
3911.638	0.126	0.009
3912.457	0.122	0.009
3913.276	0.119	0.009
3914.095	0.119	0.009
3914.914	0.118	0.009
3915.733	0.119	0.009
3916.552	0.121	0.009
3917.371	0.117	0.009
3918.19	0.115	0.009
3919.009	0.114	0.009
3919.828	0.11	0.008
3920.647	0.098	0.008
3921.466	0.091	0.008
3922.285	0.091	0.008
3923.104	0.092	0.008
3923.923	0.089	0.008
3924.742	0.092	0.008
3925.561	0.095	0.008
3926.38	0.098	0.008
3927.199	0.105	0.008
3928.018	0.099	0.008
3928.837	0.088	0.007
3929.656	0.082	0.007
3930.475	0.077	0.007
3931.294	0.072	0.006
3932.113	0.072	0.006
3932.932	0.082	0.007
3933.751	0.104	0.008
3934.57	0.118	0.008
3935.389	0.121	0.008
3936.208	0.114	0.008
3937.027	0.103	0.007
3937.846	0.099	0.007
3938.665	0.1	0.007
3939.484	0.103	0.007
3940.303	0.108	0.007
3941.122	0.111	0.008
3941.941	0.112	0.008
3942.76	0.11	0.008
3943.579	0.1	0.007
3944.398	0.09	0.007
3945.217	0.084	0.007
3946.036	0.087	0.007
3946.855	0.098	0.007
3947.674	0.108	0.007
3948.493	0.11	0.007
3949.312	0.112	0.007
3950.131	0.125	0.008
3950.95	0.135	0.008
3951.769	0.142	0.008
3952.588	0.146	0.008
3953.407	0.15	0.008
3954.226	0.154	0.008
3955.045	0.153	0.008
3955.864	0.149	0.008
3956.683	0.142	0.008
3957.502	0.134	0.008
3958.321	0.125	0.007
3959.14	0.118	0.007
3959.959	0.112	0.007
3960.778	0.101	0.007
3961.597	0.09	0.006
3962.416	0.083	0.006
3963.235	0.079	0.006
3964.054	0.08	0.006
3964.873	0.083	0.006
3965.692	0.087	0.006
3966.511	0.093	0.006
3967.33	0.098	0.006
3968.149	0.108	0.006
3968.968	0.121	0.007
3969.787	0.127	0.007
3970.606	0.123	0.007
3971.425	0.118	0.007
3972.244	0.116	0.007
3973.063	0.116	0.007
3973.882	0.118	0.007
3974.701	0.123	0.007
3975.52	0.133	0.007
3976.339	0.145	0.007
3977.158	0.154	0.008
3977.977	0.159	0.008
3978.796	0.159	0.008
3979.615	0.16	0.008
3980.434	0.164	0.008
3981.253	0.167	0.008
3982.072	0.158	0.008
3982.891	0.153	0.007
3983.71	0.159	0.008
3984.529	0.165	0.008
3985.348	0.166	0.008
3986.167	0.17	0.008
3986.986	0.177	0.008
3987.805	0.185	0.008
3988.624	0.193	0.008
3989.443	0.187	0.008
3990.262	0.177	0.008
3991.081	0.177	0.008
3991.9	0.177	0.008
3992.719	0.178	0.008
3993.538	0.184	0.008
3994.357	0.191	0.008
3995.176	0.191	0.008
3995.995	0.193	0.008
3996.814	0.194	0.008
3997.633	0.187	0.008
3998.452	0.173	0.008
3999.271	0.163	0.007
4000.09	0.166	0.007
4000.909	0.18	0.008
4001.728	0.192	0.008
4002.547	0.196	0.008
4003.366	0.198	0.008
4004.185	0.2	0.008
4005.004	0.197	0.008
4005.823	0.192	0.008
4006.642	0.184	0.008
4007.461	0.182	0.008
4008.28	0.19	0.008
4009.099	0.197	0.008
4009.918	0.2	0.008
4010.737	0.201	0.008
4011.556	0.203	0.008
4012.375	0.213	0.008
4013.194	0.222	0.008
4014.013	0.226	0.009
4014.832	0.224	0.009
4015.651	0.226	0.009
4016.47	0.228	0.009
4017.289	0.227	0.009
4018.108	0.224	0.009
4018.927	0.223	0.008
4019.746	0.226	0.009
4020.565	0.227	0.009
4021.384	0.223	0.009
4022.203	0.217	0.008
4023.022	0.22	0.008
4023.841	0.22	0.008
4024.66	0.21	0.008
4025.479	0.208	0.008
4026.298	0.212	0.008
4027.117	0.219	0.008
4027.936	0.225	0.008
4028.755	0.226	0.009
4029.574	0.216	0.008
4030.393	0.197	0.008
4031.212	0.179	0.008
4032.031	0.163	0.007
4032.85	0.149	0.007
