#wave	flux	unc
3910	0.164	0.098
3910.819	0.055	0.098
-3911.638	0.031	0.098
3912.457	0.02	0.096
3913.276	0.11	0.094
3914.095	0.067	0.093
-3914.914	0.052	0.09
3915.733	0.018	0.09
3916.552	0.176	0.091
3917.371	0.08	0.089
3918.19	0.026	0.086
3919.009	0.088	0.085
3919.828	0.127	0.084
3920.647	0.052	0.083
3921.466	0.009	0.082
3922.285	0.058	0.081
3923.104	0.106	0.08
3923.923	0.067	0.079
3924.742	0.052	0.078
3925.561	0.075	0.077
3926.38	0.071	0.076
3927.199	0.028	0.076
3928.018	0.038	0.075
3928.837	0.019	0.074
3929.656	0.004	0.073
3930.475	0.054	0.072
3931.294	0.095	0.072
3932.113	0.092	0.071
3932.932	0.045	0.07
-3933.751	0.017	0.069
-3934.57	0.05	0.069
-3935.389	0.066	0.068
-3936.208	0.078	0.067
-3937.027	0.058	0.067
3937.846	0.025	0.066
3938.665	0.106	0.066
3939.484	0.106	0.065
3940.303	0.076	0.064
3941.122	0.099	0.065
3941.941	0.036	0.064
-3942.76	0.005	0.063
3943.579	0.001	0.062
-3944.398	0.029	0.061
-3945.217	0.012	0.061
3946.036	0.096	0.062
3946.855	0.16	0.062
3947.674	0.08	0.06
3948.493	0.037	0.059
3949.312	0.084	0.058
3950.131	0.082	0.058
-3950.95	0.023	0.058
-3951.769	0.034	0.058
-3952.588	0.044	0.059
-3953.407	0.021	0.058
3954.226	0.063	0.056
3955.045	0.074	0.055
3955.864	0.039	0.054
3956.683	0.011	0.055
3957.502	0.006	0.055
3958.321	0.005	0.053
3959.14	0.001	0.052
3959.959	0.035	0.052
3960.778	0.086	0.052
3961.597	0.078	0.052
3962.416	0.055	0.054
3963.235	0.039	0.054
3964.054	0.027	0.052
3964.873	0.014	0.05
3965.692	0.028	0.049
3966.511	0.073	0.049
3967.33	0.098	0.049
3968.149	0.062	0.048
3968.968	0.008	0.048
-3969.787	0.023	0.048
-3970.606	0.021	0.047
3971.425	0.036	0.047
3972.244	0.149	0.047
3973.063	0.074	0.047
-3973.882	0.055	0.047
