#wave	flux	unc
3910	0.069	0.104
3910.819	0.061	0.104
3911.638	0.095	0.108
3912.457	0.13	0.112
3913.276	0.067	0.112
-3914.095	0.049	0.112
-3914.914	0.031	0.114
3915.733	0.009	0.111
3916.552	0.025	0.109
3917.371	0.022	0.112
3918.19	0.011	0.12
3919.009	0.088	0.131
3919.828	0.144	0.138
3920.647	0.106	0.132
3921.466	0.043	0.118
-3922.285	0.005	0.107
-3923.104	0.015	0.1
3923.923	0.014	0.092
3924.742	0.045	0.085
3925.561	0.03	0.081
3926.38	0.051	0.079
3927.199	0.079	0.078
3928.018	0.051	0.078
3928.837	0.062	0.077
3929.656	0.063	0.076
3930.475	0.046	0.074
3931.294	0.037	0.071
3932.113	0.027	0.07
3932.932	0.026	0.07
3933.751	0.035	0.069
3934.57	0.04	0.067
3935.389	0.032	0.065
3936.208	0.042	0.064
3937.027	0.039	0.066
3937.846	0.0	0.069
-3938.665	0.039	0.072
-3939.484	0.033	0.071
3940.303	0.011	0.067
3941.122	0.046	0.064
3941.941	0.039	0.064
3942.76	0.025	0.065
3943.579	0.03	0.068
3944.398	0.017	0.07
-3945.217	0.025	0.069
-3946.036	0.003	0.068
-3946.855	0.035	0.068
-3947.674	0.054	0.069
3948.493	0.024	0.07
3949.312	0.029	0.071
3950.131	0.009	0.071
3950.95	0.031	0.073
3951.769	0.056	0.074
3952.588	0.001	0.073
3953.407	0.008	0.072
3954.226	0.061	0.072
3955.045	0.086	0.073
3955.864	0.088	0.073
3956.683	0.07	0.073
3957.502	0.058	0.071
3958.321	0.065	0.069
3959.14	0.072	0.068
3959.959	0.052	0.068
3960.778	0.015	0.068
-3961.597	0.015	0.069
-3962.416	0.018	0.07
3963.235	0.003	0.068
3964.054	0.015	0.066
3964.873	0.021	0.066
3965.692	0.019	0.065
-3966.511	0.032	0.066
-3967.33	0.024	0.066
3968.149	0.02	0.063
3968.968	0.022	0.06
3969.787	0.018	0.06
3970.606	0.049	0.06
3971.425	0.063	0.059
3972.244	0.036	0.056
3973.063	0.033	0.054
3973.882	0.036	0.053
3974.701	0.005	0.054
-3975.52	0.026	0.054
3976.339	0.002	0.054
3977.158	0.017	0.054
3977.977	0.025	0.055
3978.796	0.046	0.058
3979.615	0.062	0.06
3980.434	0.043	0.059
3981.253	0.033	0.058
3982.072	0.027	0.059
3982.891	0.008	0.058
3983.71	0.022	0.055
3984.529	0.01	0.056
-3985.348	0.021	0.057
3986.167	0.001	0.056
3986.986	0.083	0.057
3987.805	0.06	0.056
3988.624	0.003	0.054
3989.443	0.026	0.055
3990.262	0.051	0.054
3991.081	0.057	0.054
3991.9	0.048	0.056
3992.719	0.031	0.056
3993.538	0.02	0.054
3994.357	0.024	0.054
3995.176	0.036	0.055
3995.995	0.051	0.055
3996.814	0.063	0.055
3997.633	0.046	0.057
3998.452	0.03	0.056
3999.271	0.012	0.054
-4000.09	0.018	0.055
4000.909	0.008	0.057
4001.728	0.054	0.058
4002.547	0.076	0.059
4003.366	0.073	0.059
4004.185	0.06	0.055
4005.004	0.015	0.05
-4005.823	0.008	0.049
4006.642	0.043	0.05
4007.461	0.106	0.053
4008.28	0.069	0.051
4009.099	0.045	0.049
4009.918	0.079	0.05
4010.737	0.035	0.049
4011.556	0.033	0.048
4012.375	0.038	0.049
4013.194	0.029	0.051
4014.013	0.066	0.054
4014.832	0.056	0.052
4015.651	0.022	0.051
4016.47	0.024	0.053
4017.289	0.059	0.053
4018.108	0.058	0.054
4018.927	0.039	0.053
4019.746	0.039	0.051
4020.565	0.052	0.051
4021.384	0.031	0.051
4022.203	0.031	0.053
4023.022	0.073	0.057
4023.841	0.095	0.06
4024.66	0.028	0.061
-4025.479	0.016	0.062
4026.298	0.025	0.064
4027.117	0.09	0.066
4027.936	0.077	0.062
