#wave	flux	unc
3910	0.05	0.03
3910.819	0.05	0.03
3911.638	0.044	0.029
3912.457	0.041	0.029
3913.276	0.039	0.029
3914.095	0.029	0.029
3914.914	0.023	0.029
3915.733	0.023	0.028
3916.552	0.003	0.028
3917.371	0.027	0.028
3918.19	0.053	0.027
3919.009	0.027	0.027
3919.828	0.031	0.026
3920.647	0.047	0.026
3921.466	0.037	0.025
3922.285	0.013	0.024
3923.104	0.022	0.023
3923.923	0.028	0.023
3924.742	0.026	0.023
3925.561	0.027	0.024
3926.38	0.018	0.024
3927.199	0.001	0.023
3928.018	0.015	0.023
3928.837	0.041	0.022
3929.656	0.023	0.02
3930.475	0.026	0.02
3931.294	0.038	0.019
3932.113	0.042	0.018
3932.932	0.091	0.019
3933.751	0.266	0.022
3934.57	0.458	0.026
3935.389	0.509	0.026
3936.208	0.389	0.024
3937.027	0.263	0.021
3937.846	0.167	0.02
3938.665	0.098	0.019
3939.484	0.054	0.019
3940.303	0.035	0.02
3941.122	0.045	0.021
3941.941	0.055	0.021
3942.76	0.045	0.022
3943.579	0.038	0.022
3944.398	0.02	0.022
3945.217	0.006	0.021
3946.036	0.013	0.022
3946.855	0.032	0.023
3947.674	0.033	0.024
3948.493	0.029	0.024
3949.312	0.042	0.024
3950.131	0.065	0.025
3950.95	0.059	0.025
3951.769	0.045	0.025
3952.588	0.045	0.025
3953.407	0.047	0.025
3954.226	0.044	0.025
3955.045	0.052	0.025
3955.864	0.056	0.025
3956.683	0.031	0.025
3957.502	0.007	0.024
3958.321	0.009	0.024
3959.14	0.029	0.024
3959.959	0.035	0.024
3960.778	0.013	0.024
3961.597	0.015	0.024
3962.416	0.029	0.023
3963.235	0.023	0.021
3964.054	0.027	0.021
3964.873	0.032	0.02
3965.692	0.038	0.02
3966.511	0.044	0.019
3967.33	0.06	0.019
3968.149	0.206	0.02
3968.968	0.406	0.023
3969.787	0.53	0.024
3970.606	0.557	0.024
3971.425	0.519	0.024
3972.244	0.418	0.023
3973.063	0.285	0.021
3973.882	0.184	0.02
3974.701	0.111	0.02
3975.52	0.071	0.02
3976.339	0.062	0.02
3977.158	0.062	0.021
3977.977	0.053	0.021
3978.796	0.037	0.022
3979.615	0.032	0.022
3980.434	0.045	0.023
3981.253	0.054	0.024
3982.072	0.061	0.024
3982.891	0.06	0.024
3983.71	0.052	0.024
3984.529	0.07	0.024
3985.348	0.06	0.023
3986.167	0.044	0.023
3986.986	0.06	0.023
3987.805	0.073	0.024
3988.624	0.059	0.024
3989.443	0.039	0.024
3990.262	0.041	0.024
3991.081	0.064	0.024
3991.9	0.055	0.024
3992.719	0.041	0.024
3993.538	0.055	0.025
3994.357	0.068	0.025
3995.176	0.041	0.024
3995.995	0.032	0.024
3996.814	0.057	0.024
3997.633	0.064	0.024
3998.452	0.057	0.023
3999.271	0.036	0.023
4000.09	0.03	0.023
4000.909	0.054	0.024
4001.728	0.041	0.024
4002.547	0.032	0.024
4003.366	0.053	0.024
4004.185	0.076	0.024
4005.004	0.068	0.024
4005.823	0.067	0.024
4006.642	0.07	0.023
4007.461	0.058	0.023
4008.28	0.048	0.023
4009.099	0.05	0.023
4009.918	0.052	0.023
4010.737	0.055	0.023
4011.556	0.071	0.024
4012.375	0.066	0.024
4013.194	0.06	0.024
4014.013	0.07	0.024
4014.832	0.065	0.024
4015.651	0.04	0.024
4016.47	0.052	0.024
4017.289	0.088	0.024
4018.108	0.075	0.024
4018.927	0.069	0.023
4019.746	0.057	0.023
4020.565	0.038	0.024
4021.384	0.042	0.024
4022.203	0.065	0.024
4023.022	0.071	0.024
4023.841	0.048	0.024
4024.66	0.032	0.023
4025.479	0.07	0.024
4026.298	0.078	0.024
4027.117	0.059	0.024
4027.936	0.064	0.024
4028.755	0.071	0.024
4029.574	0.067	0.024
4030.393	0.053	0.023
4031.212	0.04	0.023
4032.031	0.038	0.022
4032.85	0.042	0.022
4033.669	0.041	0.022
4034.488	0.04	0.022
4035.307	0.05	0.022
4036.126	0.042	0.022
4036.945	0.034	0.022
4037.764	0.043	0.023
4038.583	0.054	0.023
4039.402	0.047	0.023
4040.221	0.042	0.023
4041.04	0.05	0.023
4041.859	0.052	0.023
4042.678	0.031	0.023
4043.497	0.024	0.023
4044.316	0.039	0.023
4045.135	0.047	0.022
4045.954	0.041	0.021
4046.773	0.047	0.021
4047.592	0.049	0.021
4048.411	0.032	0.021
4049.23	0.041	0.021
4050.049	0.048	0.022
4050.868	0.053	0.022
4051.687	0.06	0.023
4052.506	0.045	0.023
4053.325	0.052	0.023
4054.144	0.055	0.022
4054.963	0.039	0.022
4055.782	0.054	0.022
4056.601	0.069	0.022
4057.42	0.066	0.022
4058.239	0.049	0.021
4059.058	0.036	0.021
4059.877	0.055	0.021
4060.696	0.068	0.022
4061.515	0.057	0.022
4062.334	0.054	0.022
4063.153	0.059	0.021
4063.972	0.058	0.021
4064.791	0.051	0.02
4065.61	0.047	0.02
4066.429	0.04	0.021
4067.248	0.035	0.021
4068.067	0.039	0.021
4068.886	0.052	0.021
4069.705	0.065	0.022
4070.524	0.046	0.022
4071.343	0.028	0.021
4072.162	0.049	0.021
4072.981	0.055	0.021
4073.8	0.05	0.021
4074.619	0.046	0.021
4075.438	0.046	0.021
