#wave	flux
1150.0	0.005082
1155.0	0.005716
1160.0	0.0046890000000000005
1165.0	0.000359
1170.0	0.0
1175.0	0.0
1180.0	0.001253
1185.0	0.0008359999999999999
1190.0	0.0
1195.0	0.0
1200.0	0.000978
1205.0	0.0034270000000000004
1210.0	0.014575999999999999
1215.0	0.025653
1220.0	0.015790000000000002
1225.0	0.002736
1230.0	0.000356
1235.0	0.000375
1240.0	0.000328
1245.0	0.00021600000000000002
1250.0	0.000167
1255.0	0.000174
1260.0	0.000168
1265.0	0.0
1270.0	0.0
1275.0	8.2e-05
1280.0	0.000304
1285.0	0.000279
1290.0	5.5e-05
1295.0	5.4000000000000005e-05
1300.0	0.000167
1305.0	0.0
1310.0	0.000126
1315.0	0.000262
1320.0	0.000199
1325.0	0.000124
1330.0	0.000192
1335.0	0.00016299999999999998
1340.0	5.7999999999999994e-05
1345.0	8e-06
1350.0	7.8e-05
1355.0	0.000154
1360.0	0.00017900000000000001
1365.0	0.000231
1370.0	0.000135
1375.0	0.000212
1380.0	0.000277
1385.0	0.000246
1390.0	6.8e-05
1395.0	0.000204
1400.0	0.000291
1405.0	0.000394
1410.0	0.000328
1415.0	8.4e-05
1420.0	0.0
1425.0	0.000128
1430.0	0.000276
1435.0	0.0002
1440.0	0.000343
1445.0	0.000711
1450.0	0.0005650000000000001
1455.0	0.000275
1460.0	0.000128
1465.0	0.00017900000000000001
1470.0	0.00032900000000000003
1475.0	0.000381
1480.0	0.000381
1485.0	0.000275
1490.0	0.000293
1495.0	0.00032900000000000003
1500.0	0.000325
1505.0	0.00031099999999999997
1510.0	0.000308
1515.0	0.000306
1520.0	0.00027400000000000005
1525.0	0.000288
1530.0	0.00035099999999999997
1535.0	0.00042699999999999997
1540.0	0.00046399999999999995
1545.0	0.000695
1550.0	0.000675
1555.0	0.000392
1560.0	0.0005
1565.0	0.000524
1570.0	0.000521
1575.0	0.000617
1580.0	0.00047000000000000004
1585.0	0.000463
1590.0	0.000489
1595.0	0.000344
1600.0	0.00028
1605.0	0.000434
1610.0	0.000414
1615.0	0.00022999999999999998
1620.0	0.00018700000000000002
1625.0	0.00029
1630.0	0.000455
1635.0	0.000526
1640.0	0.000319
1645.0	0.000424
1650.0	0.000534
1655.0	0.000466
1660.0	0.000677
1665.0	0.0007059999999999999
1670.0	0.000586
1675.0	0.000462
1680.0	0.000664
1685.0	0.0006519999999999999
1690.0	0.0006230000000000001
1695.0	0.000711
1700.0	0.0008320000000000001
1705.0	0.000686
1710.0	0.0005690000000000001
1715.0	0.000627
1720.0	0.0007469999999999999
1725.0	0.000828
1730.0	0.0008150000000000001
1735.0	0.00095
1740.0	0.000995
1745.0	0.001181
1750.0	0.001186
1755.0	0.00112
1760.0	0.00122
1765.0	0.0014119999999999998
1770.0	0.00149
1775.0	0.001745
1780.0	0.001541
1785.0	0.001371
1790.0	0.000967
1795.0	0.001127
1800.0	0.001467
1805.0	0.001623
1810.0	0.001887
1815.0	0.002088
1820.0	0.0022489999999999997
1825.0	0.00214
1830.0	0.002131
1835.0	0.0021920000000000004
1840.0	0.002153
1845.0	0.001986
1850.0	0.0019760000000000003
1855.0	0.0021550000000000002
1860.0	0.00245
1865.0	0.002617
1870.0	0.0027649999999999997
1875.0	0.00286
1880.0	0.002963
1885.0	0.003149
1890.0	0.0032939999999999996
