#wave	flux
1150.0	0.0042380000000000004
1155.0	0.0030440000000000003
1160.0	0.001544
1165.0	0.000986
1170.0	0.0010960000000000002
1175.0	0.0010689999999999999
1180.0	0.000532
1185.0	0.000454
1190.0	0.000105
1195.0	0.001423
1200.0	0.0051719999999999995
1205.0	0.035668
1210.0	0.098756
1215.0	0.11436099999999999
1220.0	0.051312
1225.0	0.007490999999999999
1230.0	0.0008960000000000001
1235.0	0.000612
1240.0	0.000627
1245.0	0.000492
1250.0	0.000299
1255.0	0.000167
1260.0	0.000188
1265.0	0.000183
1270.0	0.00019099999999999998
1275.0	0.000299
1280.0	0.000384
1285.0	0.00031800000000000003
1290.0	0.000215
1295.0	0.000246
1300.0	0.000554
1305.0	0.0007469999999999999
1310.0	0.00031600000000000004
1315.0	0.000153
1320.0	0.000127
1325.0	0.00018700000000000002
1330.0	0.000466
1335.0	0.000936
1340.0	0.00033
1345.0	7.3e-05
1350.0	1.4999999999999999e-05
1355.0	0.000162
1360.0	0.000229
1365.0	0.000205
1370.0	0.000149
1375.0	0.000182
1380.0	0.00015
1385.0	0.000136
1390.0	0.000308
1395.0	0.000524
1400.0	0.00045
1405.0	0.0004940000000000001
1410.0	0.000295
1415.0	0.00015900000000000002
1420.0	0.000164
1425.0	0.000271
1430.0	0.00035499999999999996
1435.0	0.000226
1440.0	0.000269
1445.0	0.000393
1450.0	0.000434
1455.0	0.000379
1460.0	0.000202
1465.0	0.00034700000000000003
1470.0	0.000539
1475.0	0.00037400000000000004
1480.0	0.000281
1485.0	0.000582
1490.0	0.000647
1495.0	0.000612
1500.0	0.000454
1505.0	0.000371
1510.0	0.000489
1515.0	0.000417
1520.0	0.000424
1525.0	0.00043499999999999995
1530.0	0.0007509999999999999
1535.0	0.000699
1540.0	0.000544
1545.0	0.0013210000000000001
1550.0	0.001574
1555.0	0.000637
1560.0	0.00041
1565.0	0.00043799999999999997
1570.0	0.000338
1575.0	0.000468
1580.0	0.000526
1585.0	0.000429
1590.0	0.00028700000000000004
1595.0	0.000324
1600.0	0.00043499999999999995
1605.0	0.00043099999999999996
1610.0	0.000344
1615.0	0.000359
1620.0	0.000346
1625.0	0.000493
1630.0	0.000647
1635.0	0.000826
1640.0	0.000953
1645.0	0.000534
1650.0	0.000607
1655.0	0.001182
1660.0	0.0012029999999999999
1665.0	0.00072
1670.0	0.000625
1675.0	0.00054
1680.0	0.00058
1685.0	0.0006
1690.0	0.000676
1695.0	0.0007440000000000001
1700.0	0.0008439999999999999
1705.0	0.000918
1710.0	0.0008539999999999999
1715.0	0.000904
1720.0	0.000839
1725.0	0.0008380000000000001
